,AAPL,MSFT,FB,BRK.B,GOOGL,GOOG,JNJ,MCD,LOW,SBUX,PG,TGT,PYPL,UPS,UNP,PFE,EOG,ABT,ADBE,TMO,MRK,C,TJX,WMT,MMM,MS,INTC,BLK,CSCO,GS,CRM,COST,KMI,BMY,DE,ACN,PM,AVGO,SO,QCOM,CVS,ORCL,ABBV,NSC,ROST,ANTM,COF,INTU,ORLY,EMR,BX,DOW,AMD,CI,PSA,MO,HLT,MDLZ,NOW,SPG,AZO,JCI,AMGN,BDX,TT,LRCX,FIS,ADP,ATVI,SBAC,PEG,CL,TROW,ZM,PH,MET,LEN,HCA,PRU,OTIS,ALL,W,CTAS,NUE,CBRE,TRV,DFS,LYB,IQV,AFL,ADSK,AME,WY,688208.SS,MRO,A,PPL,DTE,CNC,GILD,EIX,DRI,IP,TRGP,GPN,GPC,BAX,MRNA,ROKU,ODFL,LB,INVH,VTR,AJG,AES,RSG,EA,URI,DOV,MTD,EXPD,PHM,LKQ,MCK,SNPS,XEC,CE,AVY,WHR,VICI,COG,REGN,EVRG,MTN,EMN,WSM,HPQ,CDNS,TPR,PENN,LH,KEY,J,VRTX,PAYX,XLNX,PANW,KR,CFG,RF,BIIB,NOV,MHK,TEAM,FTNT,ALLY,DECK,TTD,KHC,WRK,TXT,SWKS,HSY,ANSS,PKG,IRM,WAT,ZBRA,RJF,NRG,KEYS,XPO,HFC,ALXN,AVTR,SCI,DELL,UGI,KSS,AMH,CF,ARMK,PNW,VER,NDSN,MOS,TSN,ALLE,PWR,GLPI,CDW,SNA,TTC,LII,BAH,JLL,PII,ABC,RS,TPX,8150.T,HOLX,CUBE,4282.T,PNR,Cash,CAH,SINA,BC,IT,KIM,LAMR,BBWI WI,5344.T,BRO,DKS,n/a,RHI,ANET,LSI,BLD,MOH,MPWR,VAC,TTWO,CTRA,CSL,ON,VMW,SEE,VRSN,TOL,WFC,BKNG,XOM,V,MA,KO,CMCSA,MMC,DUK,MDT,LMT,DHI,TXN,CSX,COP,EXC,WM,FCX,AMAT,EXPE,AEP,ROP,GD,NVR,MGM,CHTR,XLF,EQR,FITB,VRSK,SYF,MPC,MAA,FE,ETR,ESS,VLO,ADM,CPRI,TRU,WBA,CRWD,MSI,LAD,OXY,CPT,WH,PVH,CBOE,MAS,WAB,FNF,STLD,DOCU,DGX,BLDR,LNC,RL,TMX,CMA,NLY,NI,HBI,BYD,TER,CONE,ATH,AN,THO,CLF,TNL,LUMN,BBWI,CEGVV,VSCO,SUM
07/23/2021,7.93,7.37,3.36,3.22,3.1,3.0,2.13,1.88,1.49,1.48,1.49,1.35,1.19,1.1,1.04,1.09,0.83,0.99,0.98,0.98,0.94,0.85,0.86,0.89,0.83,0.8,0.8,0.77,0.8,0.75,0.74,0.79,0.68,0.71,0.67,0.7,0.66,0.66,0.66,0.56,0.52,0.54,0.5,0.46,0.45,0.46,0.44,0.45,0.44,0.41,0.42,0.37,0.37,0.38,0.39,0.38,0.35,0.39,0.38,0.33,0.38,0.36,0.34,0.34,0.34,0.31,0.31,0.31,0.29,0.31,0.3,0.31,0.28,0.26,0.27,0.26,0.27,0.28,0.24,0.26,0.24,0.24,0.25,0.23,0.23,0.24,0.23,0.21,0.23,0.22,0.22,0.22,0.21,0.0,0.18,0.22,0.22,0.22,0.2,0.21,0.21,0.19,0.19,0.18,0.19,0.19,0.19,0.26,0.18,0.18,0.18,0.19,0.19,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.15,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.13,0.11,0.12,0.12,0.13,0.11,0.13,0.13,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.08,0.08,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.09,0.08,0.08,0.08,0.0,0.0,0.0,0.09,0.08,0.32,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5
07/26/2021,7.95,7.41,3.41,3.19,3.1,3.01,2.12,1.9,1.48,1.53,1.42,1.34,1.2,1.08,1.03,1.09,0.85,0.96,0.99,0.96,0.9,0.85,0.87,0.86,0.82,0.84,0.79,0.77,0.8,0.77,0.79,0.78,0.67,0.71,0.69,0.69,0.64,0.66,0.64,0.56,0.51,0.55,0.49,0.47,0.46,0.45,0.45,0.46,0.44,0.41,0.46,0.38,0.38,0.37,0.38,0.37,0.36,0.38,0.39,0.35,0.37,0.36,0.33,0.33,0.34,0.32,0.31,0.3,0.28,0.3,0.29,0.29,0.29,0.26,0.28,0.27,0.27,0.31,0.24,0.26,0.24,0.23,0.25,0.23,0.24,0.23,0.23,0.21,0.22,0.22,0.23,0.23,0.22,0.0,0.18,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.26,0.18,0.18,0.19,0.19,0.19,0.18,0.15,0.17,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.15,0.12,0.14,0.14,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.12,0.13,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.08,0.0,0.1,0.1,0.09,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.08,0.09,0.08,0.08,0.0,0.0,0.0,0.08,0.08,0.28,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.52
07/27/2021,7.95,7.41,3.54,3.16,3.18,3.08,2.11,1.91,1.49,1.56,1.42,1.35,1.2,1.05,1.03,1.08,0.82,0.97,0.98,0.96,0.91,0.84,0.87,0.86,0.81,0.82,0.74,0.77,0.8,0.76,0.78,0.78,0.66,0.7,0.69,0.69,0.64,0.66,0.65,0.56,0.51,0.52,0.49,0.46,0.45,0.44,0.44,0.46,0.44,0.41,0.45,0.37,0.38,0.37,0.38,0.37,0.36,0.38,0.39,0.34,0.37,0.36,0.33,0.33,0.34,0.32,0.32,0.3,0.28,0.3,0.3,0.29,0.29,0.26,0.28,0.26,0.28,0.3,0.24,0.26,0.24,0.23,0.25,0.23,0.24,0.23,0.23,0.21,0.22,0.22,0.23,0.22,0.22,0.0,0.17,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.28,0.2,0.19,0.19,0.19,0.19,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.12,0.14,0.14,0.14,0.15,0.12,0.14,0.14,0.13,0.12,0.13,0.12,0.14,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.1,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.1,0.1,0.09,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.08,0.09,0.08,0.08,0.0,0.0,0.0,0.08,0.08,0.28,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.56
07/28/2021,7.95,7.41,3.54,3.16,3.18,3.08,2.11,1.91,1.49,1.56,1.42,1.35,1.2,1.05,1.03,1.08,0.82,0.97,0.98,0.96,0.91,0.84,0.87,0.86,0.81,0.82,0.74,0.77,0.8,0.76,0.78,0.78,0.66,0.7,0.69,0.69,0.64,0.66,0.65,0.56,0.51,0.52,0.49,0.46,0.45,0.44,0.44,0.46,0.44,0.41,0.45,0.37,0.38,0.37,0.38,0.37,0.36,0.38,0.39,0.34,0.37,0.36,0.33,0.33,0.34,0.32,0.32,0.3,0.28,0.3,0.3,0.29,0.29,0.26,0.28,0.26,0.28,0.3,0.24,0.26,0.24,0.23,0.25,0.23,0.24,0.23,0.23,0.21,0.22,0.22,0.23,0.22,0.22,0.0,0.17,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.28,0.2,0.19,0.19,0.19,0.19,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.12,0.14,0.14,0.14,0.15,0.12,0.14,0.14,0.13,0.12,0.13,0.12,0.14,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.1,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.1,0.1,0.09,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.08,0.09,0.08,0.08,0.0,0.0,0.0,0.08,0.08,0.28,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.56
07/29/2021,7.96,7.38,3.56,3.16,3.19,3.11,2.11,1.91,1.46,1.56,1.43,1.34,1.19,1.04,1.02,1.08,0.84,0.96,0.97,0.95,0.9,0.85,0.87,0.86,0.82,0.83,0.76,0.77,0.81,0.76,0.78,0.78,0.68,0.69,0.69,0.69,0.64,0.66,0.64,0.55,0.51,0.52,0.49,0.46,0.45,0.43,0.44,0.46,0.44,0.41,0.46,0.38,0.37,0.36,0.38,0.37,0.36,0.38,0.39,0.35,0.37,0.35,0.33,0.33,0.34,0.32,0.31,0.3,0.28,0.3,0.3,0.29,0.28,0.27,0.28,0.26,0.27,0.3,0.24,0.27,0.24,0.23,0.24,0.24,0.25,0.23,0.23,0.21,0.22,0.22,0.23,0.22,0.22,0.0,0.18,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.27,0.21,0.18,0.19,0.19,0.19,0.17,0.15,0.17,0.16,0.17,0.16,0.16,0.15,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.0,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.0,0.08,0.09,0.08,0.08,0.08,0.0,0.0,0.08,0.08,0.28,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.54
07/30/2021,7.88,7.36,3.54,3.2,3.16,3.07,2.13,1.94,1.44,1.56,1.44,1.34,1.17,0.98,1.02,1.1,0.83,0.97,0.98,0.96,0.91,0.86,0.87,0.86,0.81,0.84,0.75,0.76,0.81,0.77,0.77,0.78,0.68,0.7,0.69,0.7,0.65,0.65,0.65,0.55,0.52,0.53,0.49,0.46,0.45,0.44,0.45,0.45,0.44,0.41,0.47,0.38,0.37,0.37,0.39,0.37,0.37,0.38,0.39,0.35,0.37,0.36,0.33,0.34,0.34,0.31,0.32,0.31,0.26,0.31,0.3,0.29,0.28,0.26,0.28,0.26,0.28,0.3,0.24,0.26,0.24,0.22,0.24,0.24,0.25,0.23,0.23,0.21,0.22,0.22,0.23,0.22,0.22,0.0,0.17,0.21,0.21,0.22,0.19,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.19,0.26,0.2,0.18,0.19,0.19,0.19,0.17,0.15,0.17,0.16,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.14,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.0,0.1,0.1,0.09,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.09,0.09,0.0,0.08,0.0,0.0,0.0,0.08,0.08,0.28,0.08,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.55
08/02/2021,7.8,7.33,3.43,3.18,3.25,3.05,2.12,1.92,1.44,1.51,1.42,1.35,1.1,0.96,1.01,1.11,0.84,0.97,0.98,0.97,0.9,0.86,0.88,0.86,0.8,0.83,0.75,0.77,0.8,0.77,0.77,0.78,0.68,0.7,0.7,0.69,0.65,0.66,0.65,0.59,0.51,0.52,0.49,0.45,0.46,0.44,0.45,0.45,0.43,0.42,0.48,0.39,0.42,0.37,0.38,0.38,0.39,0.37,0.39,0.35,0.37,0.36,0.32,0.34,0.34,0.31,0.32,0.31,0.26,0.3,0.3,0.29,0.28,0.28,0.28,0.27,0.29,0.3,0.25,0.27,0.24,0.21,0.25,0.25,0.26,0.23,0.23,0.22,0.22,0.23,0.24,0.23,0.22,0.0,0.18,0.22,0.21,0.22,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.27,0.19,0.19,0.19,0.19,0.19,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.0,0.1,0.11,0.09,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.08,0.0,0.08,0.09,0.0,0.08,0.08,0.08,0.0,0.09,0.08,0.0,0.08,0.09,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.49
08/03/2021,7.8,7.33,3.43,3.18,3.25,3.05,2.12,1.92,1.44,1.51,1.42,1.35,1.1,0.96,1.01,1.11,0.84,0.97,0.98,0.97,0.9,0.86,0.88,0.86,0.8,0.83,0.75,0.77,0.8,0.77,0.77,0.78,0.68,0.7,0.7,0.69,0.65,0.66,0.65,0.59,0.51,0.52,0.49,0.45,0.46,0.44,0.45,0.45,0.43,0.42,0.48,0.39,0.42,0.37,0.38,0.38,0.39,0.37,0.39,0.35,0.37,0.36,0.32,0.34,0.34,0.31,0.32,0.31,0.26,0.3,0.3,0.29,0.28,0.28,0.28,0.27,0.29,0.3,0.25,0.27,0.24,0.21,0.25,0.25,0.26,0.23,0.23,0.22,0.22,0.23,0.24,0.23,0.22,0.0,0.18,0.22,0.21,0.22,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.27,0.19,0.19,0.19,0.19,0.19,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.0,0.1,0.11,0.09,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.08,0.0,0.08,0.09,0.0,0.08,0.08,0.08,0.0,0.09,0.08,0.0,0.08,0.09,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.49
08/04/2021,7.8,7.33,3.43,3.18,3.25,3.05,2.12,1.92,1.44,1.51,1.42,1.35,1.1,0.96,1.01,1.11,0.84,0.97,0.98,0.97,0.9,0.86,0.88,0.86,0.8,0.83,0.75,0.77,0.8,0.77,0.77,0.78,0.68,0.7,0.7,0.69,0.65,0.66,0.65,0.59,0.51,0.52,0.49,0.45,0.46,0.44,0.45,0.45,0.43,0.42,0.48,0.39,0.42,0.37,0.38,0.38,0.39,0.37,0.39,0.35,0.37,0.36,0.32,0.34,0.34,0.31,0.32,0.31,0.26,0.3,0.3,0.29,0.28,0.28,0.28,0.27,0.29,0.3,0.25,0.27,0.24,0.21,0.25,0.25,0.26,0.23,0.23,0.22,0.22,0.23,0.24,0.23,0.22,0.0,0.18,0.22,0.21,0.22,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.27,0.19,0.19,0.19,0.19,0.19,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.0,0.1,0.11,0.09,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.08,0.0,0.08,0.09,0.0,0.08,0.08,0.08,0.0,0.09,0.08,0.0,0.08,0.09,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.49
08/05/2021,7.8,7.33,3.43,3.18,3.25,3.05,2.12,1.92,1.44,1.51,1.42,1.35,1.1,0.96,1.01,1.11,0.84,0.97,0.98,0.97,0.9,0.86,0.88,0.86,0.8,0.83,0.75,0.77,0.8,0.77,0.77,0.78,0.68,0.7,0.7,0.69,0.65,0.66,0.65,0.59,0.51,0.52,0.49,0.45,0.46,0.44,0.45,0.45,0.43,0.42,0.48,0.39,0.42,0.37,0.38,0.38,0.39,0.37,0.39,0.35,0.37,0.36,0.32,0.34,0.34,0.31,0.32,0.31,0.26,0.3,0.3,0.29,0.28,0.28,0.28,0.27,0.29,0.3,0.25,0.27,0.24,0.21,0.25,0.25,0.26,0.23,0.23,0.22,0.22,0.23,0.24,0.23,0.22,0.0,0.18,0.22,0.21,0.22,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.27,0.19,0.19,0.19,0.19,0.19,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.12,0.14,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.0,0.1,0.11,0.09,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.08,0.0,0.08,0.09,0.0,0.08,0.08,0.08,0.0,0.09,0.08,0.0,0.08,0.09,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.49
