,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,JPM,JNJ,V,UNH,BRK.B,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,INTC,VZ,CRM,PFE,T,TMO,CSCO,ABT,KO,PEP,ABBV,WMT,NKE,LLY,MRK,CVX,ACN,AVGO,DHR,TXN,MCD,COST,WFC,MDT,QCOM,PM,UNP,HON,UPS,BMY,LIN,NEE,ORCL,LOW,C,AMGN,SBUX,BA,INTU,GS,RTX,MS,TGT,IBM,AMAT,AMT,BLK,MMM,CAT,GE,AMD,ISRG,CVS,SCHW,NOW,AXP,SPGI,CHTR,DE,ZTS,ANTM,SQ,PLD,LMT,FIS,MU,MDLZ,MO,CI,LRCX,ZM,BKNG,TMUS,CCI,SYK,GILD,ADP,COP,PNC,MRNA,TJX,SNAP,CSX,DUK,USB,EQIX,GM,EL,NSC,BDX,TFC,FDX,MMC,ATVI,CME,CL,COF,ILMN,SHW,ITW,BSX,ADI,APD,ICE,D,REGN,BX,MELI,ADSK,EW,SO,CB,WM,ETN,HUM,TWLO,FISV,UBER,AON,EMR,SNOW,GPN,ECL,PGR,NOC,HCA,MCO,F,IDXX,VRTX,TWTR,BIIB,DG,ROP,FCX,DOCU,PSA,LHX,ROKU,KMB,MSCI,JCI,KLAC,DXCM,LULU,NEM,EOG,TROW,EXC,MRVL,IQV,TT,ROST,A,GD,EBAY,ALGN,DOW,CRWD,APH,DD,PRU,BK,HPQ,PH,CNC,EA,BAX,MET,ALXN,PPG,VEEV,DLR,SNPS,SLB,INFO,AEP,APTV,ORLY,CARR,TEL,WDAY,CASH,MTCH,AIG,TRV,CMG,Cash,GENERAL ELECTRIC CO,TEAM,GEN.,n/a,MCHP,GE.,FTNT,CTSH,AFL,DFS,SBAC,CDNS,PANW,WST,ANSS,CTAS,SPG,MSI,PLTR,RMD,MPC,MAR,PXD,SYY,NET,XLNX,DELL,ODFL,ABNB,PAYX,GIS,KKR,TTD,HLT,AZO,ROK,YUM,DDOG,SRE,SUM
09/15/2021,6.39,5.64,3.86,2.32,2.15,2.02,1.46,1.38,1.21,1.13,0.97,0.96,0.92,0.91,0.86,0.9,0.78,0.86,0.76,0.81,0.69,0.59,0.67,0.56,0.56,0.62,0.66,0.5,0.58,0.58,0.58,0.54,0.55,0.48,0.55,0.53,0.52,0.47,0.47,0.56,0.51,0.54,0.45,0.46,0.53,0.47,0.45,0.41,0.41,0.35,0.4,0.35,0.36,0.41,0.43,0.38,0.37,0.37,0.32,0.36,0.32,0.39,0.35,0.34,0.39,0.31,0.31,0.32,0.34,0.33,0.29,0.29,0.28,0.33,0.31,0.28,0.28,0.33,0.25,0.27,0.24,0.26,0.25,0.22,0.25,0.25,0.21,0.2,0.21,0.22,0.23,0.18,0.22,0.15,0.24,0.2,0.2,0.23,0.23,0.22,0.19,0.21,0.4,0.18,0.22,0.18,0.2,0.19,0.19,0.17,0.19,0.16,0.19,0.19,0.16,0.19,0.16,0.17,0.17,0.17,0.16,0.19,0.17,0.15,0.23,0.15,0.16,0.15,0.17,0.22,0.23,0.16,0.18,0.18,0.17,0.17,0.16,0.13,0.14,0.17,0.13,0.16,0.15,0.21,0.12,0.14,0.14,0.13,0.18,0.16,0.13,0.15,0.13,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.13,0.14,0.14,0.14,0.13,0.12,0.0,0.13,0.12,0.13,0.13,0.13,0.0,0.14,0.12,0.11,0.14,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.13,0.0,0.11,0.12,0.11,0.14,0.0,0.0,0.11,0.0,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.70000000000002
09/16/2021,6.4,5.66,3.84,2.3,2.17,2.04,1.48,1.36,1.23,1.12,0.97,0.98,0.93,0.92,0.85,0.91,0.78,0.86,0.78,0.79,0.7,0.6,0.66,0.57,0.56,0.61,0.64,0.5,0.56,0.58,0.57,0.54,0.55,0.48,0.54,0.52,0.52,0.47,0.48,0.55,0.51,0.52,0.46,0.46,0.52,0.48,0.45,0.41,0.41,0.35,0.4,0.36,0.36,0.42,0.42,0.38,0.37,0.38,0.32,0.36,0.32,0.38,0.36,0.34,0.39,0.31,0.32,0.33,0.34,0.33,0.29,0.29,0.29,0.33,0.31,0.28,0.28,0.32,0.25,0.27,0.24,0.26,0.25,0.23,0.25,0.24,0.21,0.2,0.21,0.22,0.22,0.18,0.22,0.15,0.24,0.2,0.2,0.23,0.23,0.22,0.2,0.21,0.37,0.18,0.21,0.18,0.2,0.19,0.19,0.17,0.18,0.16,0.19,0.19,0.16,0.19,0.15,0.17,0.17,0.17,0.16,0.19,0.17,0.15,0.24,0.15,0.16,0.15,0.17,0.22,0.23,0.16,0.18,0.18,0.17,0.17,0.16,0.13,0.14,0.17,0.13,0.16,0.15,0.21,0.12,0.14,0.14,0.13,0.18,0.16,0.13,0.14,0.13,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.11,0.13,0.13,0.13,0.12,0.13,0.0,0.13,0.12,0.0,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.13,0.0,0.11,0.12,0.11,0.13,0.0,0.0,0.0,0.0,0.23,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.68
09/17/2021,6.37,5.74,3.85,2.32,2.19,2.05,1.49,1.37,1.22,1.12,0.97,0.98,0.92,0.91,0.86,0.91,0.78,0.85,0.76,0.8,0.65,0.59,0.65,0.57,0.56,0.61,0.65,0.5,0.57,0.58,0.58,0.55,0.55,0.48,0.54,0.52,0.51,0.47,0.47,0.56,0.51,0.53,0.46,0.46,0.52,0.49,0.45,0.41,0.41,0.35,0.39,0.35,0.35,0.42,0.43,0.37,0.37,0.37,0.32,0.36,0.32,0.39,0.35,0.34,0.39,0.31,0.31,0.33,0.35,0.33,0.28,0.29,0.28,0.33,0.32,0.28,0.27,0.33,0.25,0.27,0.24,0.26,0.25,0.23,0.25,0.25,0.21,0.2,0.21,0.22,0.22,0.18,0.22,0.15,0.25,0.19,0.2,0.23,0.23,0.22,0.2,0.21,0.38,0.19,0.21,0.18,0.2,0.19,0.19,0.17,0.18,0.16,0.19,0.19,0.16,0.19,0.15,0.17,0.17,0.17,0.16,0.18,0.17,0.15,0.24,0.15,0.16,0.15,0.17,0.23,0.23,0.16,0.18,0.18,0.17,0.17,0.16,0.13,0.14,0.17,0.13,0.16,0.15,0.21,0.12,0.14,0.14,0.13,0.17,0.16,0.13,0.14,0.13,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.0,0.13,0.12,0.0,0.13,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.12,0.11,0.13,0.0,0.0,0.12,0.0,0.23,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.71000000000001
09/20/2021,6.35,5.8,3.87,2.28,2.19,2.05,1.5,1.36,1.21,1.11,0.97,0.99,0.92,0.92,0.85,0.9,0.77,0.85,0.77,0.82,0.67,0.6,0.66,0.57,0.56,0.62,0.64,0.5,0.56,0.57,0.58,0.54,0.55,0.48,0.54,0.51,0.5,0.46,0.48,0.56,0.51,0.53,0.46,0.47,0.52,0.49,0.45,0.4,0.41,0.35,0.39,0.35,0.35,0.41,0.42,0.37,0.38,0.38,0.32,0.35,0.32,0.39,0.34,0.34,0.39,0.31,0.31,0.34,0.34,0.32,0.28,0.29,0.28,0.33,0.31,0.28,0.27,0.33,0.25,0.27,0.23,0.26,0.25,0.23,0.25,0.24,0.21,0.2,0.21,0.22,0.22,0.18,0.22,0.14,0.25,0.19,0.2,0.23,0.23,0.22,0.2,0.21,0.39,0.19,0.21,0.18,0.2,0.19,0.2,0.17,0.18,0.16,0.2,0.19,0.16,0.19,0.16,0.17,0.17,0.17,0.16,0.18,0.17,0.15,0.24,0.15,0.16,0.15,0.17,0.23,0.23,0.16,0.18,0.18,0.17,0.17,0.16,0.13,0.14,0.17,0.13,0.16,0.15,0.22,0.12,0.14,0.14,0.13,0.18,0.16,0.14,0.14,0.12,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.13,0.14,0.15,0.14,0.13,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.0,0.13,0.12,0.12,0.14,0.11,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.11,0.12,0.12,0.13,0.0,0.0,0.12,0.11,0.14,0.0,0.0,0.12,0.0,0.23,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.75
09/21/2021,6.35,5.8,3.87,2.28,2.19,2.05,1.5,1.36,1.21,1.11,0.97,0.99,0.92,0.92,0.85,0.9,0.77,0.85,0.77,0.82,0.67,0.6,0.66,0.57,0.56,0.62,0.64,0.5,0.56,0.57,0.58,0.54,0.55,0.48,0.54,0.51,0.5,0.46,0.48,0.56,0.51,0.53,0.46,0.47,0.52,0.49,0.45,0.4,0.41,0.35,0.39,0.35,0.35,0.41,0.42,0.37,0.38,0.38,0.32,0.35,0.32,0.39,0.34,0.34,0.39,0.31,0.31,0.34,0.34,0.32,0.28,0.29,0.28,0.33,0.31,0.28,0.27,0.33,0.25,0.27,0.23,0.26,0.25,0.23,0.25,0.24,0.21,0.2,0.21,0.22,0.22,0.18,0.22,0.14,0.25,0.19,0.2,0.23,0.23,0.22,0.2,0.21,0.39,0.19,0.21,0.18,0.2,0.19,0.2,0.17,0.18,0.16,0.2,0.19,0.16,0.19,0.16,0.17,0.17,0.17,0.16,0.18,0.17,0.15,0.24,0.15,0.16,0.15,0.17,0.23,0.23,0.16,0.18,0.18,0.17,0.17,0.16,0.13,0.14,0.17,0.13,0.16,0.15,0.22,0.12,0.14,0.14,0.13,0.18,0.16,0.14,0.14,0.12,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.13,0.14,0.15,0.14,0.13,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.0,0.13,0.12,0.12,0.14,0.11,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.11,0.12,0.12,0.13,0.0,0.0,0.12,0.11,0.14,0.0,0.0,0.12,0.0,0.23,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.75
09/22/2021,6.29,5.75,3.87,2.25,2.16,2.03,1.52,1.35,1.22,1.12,0.96,1.0,0.92,0.92,0.84,0.91,0.77,0.86,0.77,0.81,0.67,0.6,0.67,0.57,0.56,0.63,0.63,0.51,0.61,0.57,0.58,0.53,0.55,0.48,0.54,0.51,0.5,0.47,0.48,0.55,0.52,0.53,0.47,0.47,0.52,0.5,0.45,0.39,0.41,0.35,0.39,0.35,0.35,0.41,0.41,0.37,0.38,0.38,0.32,0.34,0.32,0.39,0.34,0.34,0.39,0.31,0.31,0.33,0.34,0.32,0.28,0.28,0.28,0.32,0.32,0.28,0.27,0.33,0.26,0.27,0.24,0.25,0.25,0.24,0.26,0.24,0.21,0.2,0.22,0.22,0.22,0.18,0.22,0.15,0.25,0.19,0.2,0.23,0.23,0.22,0.21,0.21,0.38,0.19,0.22,0.18,0.2,0.2,0.2,0.17,0.18,0.16,0.2,0.19,0.16,0.19,0.16,0.17,0.17,0.17,0.16,0.18,0.17,0.15,0.24,0.15,0.16,0.15,0.17,0.23,0.23,0.16,0.18,0.18,0.17,0.17,0.16,0.13,0.15,0.17,0.13,0.16,0.15,0.22,0.12,0.14,0.14,0.13,0.18,0.15,0.14,0.14,0.13,0.13,0.0,0.14,0.13,0.12,0.14,0.12,0.12,0.0,0.12,0.13,0.14,0.15,0.14,0.13,0.0,0.12,0.13,0.12,0.13,0.12,0.12,0.0,0.14,0.12,0.12,0.14,0.11,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.0,0.0,0.11,0.12,0.12,0.13,0.0,0.0,0.12,0.11,0.14,0.0,0.0,0.12,0.0,0.23,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.75
09/23/2021,6.27,5.75,3.81,2.23,2.16,2.02,1.49,1.33,1.21,1.13,0.97,1.0,0.93,0.93,0.83,0.91,0.78,0.85,0.76,0.81,0.68,0.6,0.66,0.56,0.57,0.63,0.65,0.51,0.61,0.57,0.58,0.54,0.56,0.49,0.55,0.51,0.52,0.48,0.48,0.55,0.51,0.54,0.47,0.47,0.52,0.5,0.45,0.39,0.41,0.35,0.39,0.36,0.35,0.41,0.42,0.37,0.38,0.37,0.32,0.35,0.32,0.39,0.34,0.34,0.38,0.31,0.32,0.32,0.35,0.32,0.28,0.27,0.28,0.32,0.31,0.29,0.27,0.33,0.26,0.28,0.24,0.25,0.25,0.24,0.26,0.24,0.21,0.2,0.21,0.22,0.23,0.18,0.22,0.15,0.25,0.19,0.2,0.23,0.23,0.22,0.2,0.2,0.38,0.19,0.21,0.18,0.2,0.2,0.2,0.17,0.18,0.16,0.2,0.19,0.16,0.19,0.15,0.17,0.17,0.17,0.16,0.18,0.17,0.15,0.24,0.15,0.16,0.15,0.17,0.22,0.22,0.16,0.18,0.18,0.17,0.17,0.16,0.14,0.14,0.17,0.13,0.16,0.15,0.21,0.12,0.14,0.14,0.13,0.18,0.16,0.13,0.15,0.13,0.12,0.0,0.14,0.13,0.12,0.13,0.12,0.12,0.0,0.12,0.13,0.14,0.14,0.14,0.13,0.0,0.0,0.13,0.13,0.13,0.12,0.13,0.0,0.14,0.12,0.12,0.14,0.11,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.11,0.12,0.12,0.13,0.0,0.0,0.12,0.11,0.14,0.0,0.0,0.12,0.0,0.26,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.65
09/24/2021,6.29,5.76,3.8,2.24,2.17,2.03,1.51,1.33,1.21,1.14,0.97,1.0,0.93,0.93,0.83,0.91,0.77,0.82,0.76,0.81,0.67,0.6,0.66,0.56,0.57,0.63,0.65,0.51,0.62,0.56,0.58,0.54,0.56,0.49,0.55,0.51,0.51,0.48,0.48,0.55,0.51,0.54,0.47,0.47,0.52,0.5,0.45,0.39,0.41,0.34,0.39,0.36,0.35,0.41,0.42,0.38,0.38,0.37,0.32,0.35,0.32,0.39,0.34,0.34,0.38,0.31,0.31,0.32,0.35,0.31,0.28,0.27,0.28,0.33,0.31,0.28,0.27,0.34,0.26,0.28,0.24,0.25,0.25,0.24,0.26,0.24,0.21,0.2,0.21,0.22,0.22,0.18,0.22,0.15,0.25,0.19,0.2,0.23,0.24,0.22,0.21,0.2,0.39,0.19,0.23,0.18,0.2,0.2,0.2,0.17,0.18,0.16,0.2,0.19,0.16,0.19,0.15,0.17,0.17,0.17,0.16,0.18,0.17,0.15,0.24,0.15,0.16,0.15,0.17,0.23,0.23,0.16,0.18,0.18,0.17,0.17,0.16,0.13,0.14,0.17,0.15,0.17,0.15,0.21,0.12,0.14,0.14,0.13,0.18,0.16,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.12,0.13,0.12,0.12,0.0,0.12,0.14,0.14,0.14,0.14,0.13,0.0,0.11,0.13,0.12,0.13,0.13,0.12,0.11,0.14,0.12,0.0,0.14,0.11,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.0,0.0,0.12,0.11,0.14,0.0,0.0,0.13,0.0,0.26,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.75
09/27/2021,6.3,5.73,3.8,2.12,2.16,2.02,1.5,1.38,1.25,1.12,0.99,0.97,0.92,0.92,0.84,0.9,0.79,0.82,0.79,0.78,0.66,0.62,0.67,0.56,0.56,0.67,0.64,0.5,0.61,0.57,0.57,0.53,0.55,0.48,0.53,0.52,0.51,0.47,0.49,0.56,0.51,0.53,0.47,0.47,0.51,0.51,0.45,0.39,0.41,0.34,0.39,0.34,0.34,0.41,0.41,0.38,0.38,0.38,0.32,0.35,0.33,0.39,0.34,0.35,0.39,0.31,0.31,0.33,0.34,0.32,0.28,0.28,0.29,0.33,0.32,0.28,0.29,0.33,0.27,0.27,0.23,0.25,0.25,0.24,0.27,0.24,0.21,0.2,0.21,0.22,0.22,0.18,0.22,0.14,0.26,0.2,0.19,0.23,0.23,0.22,0.22,0.21,0.4,0.19,0.23,0.18,0.19,0.2,0.2,0.18,0.18,0.16,0.19,0.2,0.14,0.19,0.15,0.18,0.17,0.18,0.15,0.18,0.17,0.16,0.24,0.15,0.16,0.15,0.17,0.22,0.23,0.17,0.18,0.17,0.16,0.17,0.16,0.13,0.14,0.17,0.15,0.17,0.15,0.22,0.12,0.14,0.14,0.13,0.17,0.16,0.14,0.15,0.12,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.0,0.12,0.14,0.14,0.15,0.14,0.13,0.11,0.12,0.13,0.12,0.13,0.13,0.12,0.0,0.13,0.12,0.0,0.14,0.11,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.12,0.0,0.11,0.0,0.12,0.12,0.13,0.0,0.0,0.12,0.11,0.14,0.0,0.0,0.12,0.0,0.25,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.67
09/28/2021,6.3,5.73,3.8,2.12,2.16,2.02,1.5,1.38,1.25,1.12,0.99,0.97,0.92,0.92,0.84,0.9,0.79,0.82,0.79,0.78,0.66,0.62,0.67,0.56,0.56,0.67,0.64,0.5,0.61,0.57,0.57,0.53,0.55,0.48,0.53,0.52,0.51,0.47,0.49,0.56,0.51,0.53,0.47,0.47,0.51,0.51,0.45,0.39,0.41,0.34,0.39,0.34,0.34,0.41,0.41,0.38,0.38,0.38,0.32,0.35,0.33,0.39,0.34,0.35,0.39,0.31,0.31,0.33,0.34,0.32,0.28,0.28,0.29,0.33,0.32,0.28,0.29,0.33,0.27,0.27,0.23,0.25,0.25,0.24,0.27,0.24,0.21,0.2,0.21,0.22,0.22,0.18,0.22,0.14,0.26,0.2,0.19,0.23,0.23,0.22,0.22,0.21,0.4,0.19,0.23,0.18,0.19,0.2,0.2,0.18,0.18,0.16,0.19,0.2,0.14,0.19,0.15,0.18,0.17,0.18,0.15,0.18,0.17,0.16,0.24,0.15,0.16,0.15,0.17,0.22,0.23,0.17,0.18,0.17,0.16,0.17,0.16,0.13,0.14,0.17,0.15,0.17,0.15,0.22,0.12,0.14,0.14,0.13,0.17,0.16,0.14,0.15,0.12,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.0,0.12,0.14,0.14,0.15,0.14,0.13,0.11,0.12,0.13,0.12,0.13,0.13,0.12,0.0,0.13,0.12,0.0,0.14,0.11,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.12,0.0,0.11,0.0,0.12,0.12,0.13,0.0,0.0,0.12,0.11,0.14,0.0,0.0,0.12,0.0,0.25,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.67
09/29/2021,6.3,5.72,3.81,2.16,2.17,2.03,1.54,1.36,1.26,1.11,1.0,0.97,0.92,0.92,0.84,0.9,0.8,0.82,0.8,0.77,0.66,0.63,0.66,0.56,0.56,0.68,0.63,0.5,0.62,0.57,0.56,0.53,0.55,0.48,0.54,0.48,0.51,0.48,0.49,0.55,0.51,0.53,0.48,0.47,0.53,0.51,0.45,0.39,0.41,0.35,0.39,0.34,0.34,0.41,0.41,0.38,0.38,0.38,0.31,0.35,0.33,0.39,0.34,0.35,0.39,0.31,0.32,0.33,0.33,0.32,0.28,0.28,0.29,0.33,0.32,0.28,0.29,0.34,0.27,0.27,0.23,0.25,0.25,0.24,0.26,0.24,0.21,0.19,0.21,0.22,0.22,0.18,0.22,0.14,0.26,0.19,0.19,0.23,0.23,0.22,0.23,0.21,0.38,0.19,0.24,0.18,0.19,0.2,0.19,0.18,0.18,0.16,0.19,0.2,0.14,0.19,0.15,0.18,0.17,0.18,0.15,0.18,0.17,0.15,0.25,0.15,0.16,0.15,0.17,0.22,0.22,0.17,0.18,0.17,0.16,0.17,0.16,0.13,0.14,0.17,0.15,0.17,0.15,0.21,0.12,0.14,0.14,0.13,0.18,0.16,0.14,0.15,0.12,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.0,0.12,0.14,0.14,0.14,0.14,0.13,0.11,0.12,0.13,0.12,0.13,0.13,0.12,0.0,0.13,0.12,0.0,0.14,0.11,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.11,0.12,0.11,0.14,0.0,0.0,0.13,0.0,0.25,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.72000000000001
09/30/2021,6.26,5.64,3.8,2.18,2.16,2.02,1.58,1.34,1.29,1.11,1.0,0.97,0.93,0.94,0.83,0.89,0.8,0.84,0.83,0.75,0.66,0.65,0.67,0.57,0.56,0.67,0.63,0.5,0.6,0.56,0.55,0.53,0.54,0.48,0.53,0.48,0.5,0.48,0.51,0.55,0.51,0.52,0.48,0.48,0.52,0.51,0.45,0.39,0.41,0.35,0.39,0.34,0.34,0.41,0.4,0.39,0.38,0.39,0.32,0.35,0.34,0.39,0.35,0.35,0.4,0.3,0.32,0.33,0.32,0.32,0.28,0.28,0.29,0.34,0.31,0.28,0.3,0.33,0.28,0.27,0.23,0.26,0.25,0.25,0.26,0.23,0.22,0.2,0.22,0.22,0.22,0.18,0.23,0.14,0.26,0.19,0.19,0.23,0.23,0.22,0.23,0.22,0.36,0.19,0.23,0.18,0.19,0.21,0.19,0.18,0.18,0.16,0.19,0.21,0.14,0.19,0.15,0.18,0.17,0.18,0.15,0.18,0.17,0.15,0.24,0.15,0.16,0.15,0.16,0.22,0.21,0.17,0.18,0.17,0.17,0.17,0.16,0.13,0.14,0.17,0.16,0.16,0.15,0.21,0.12,0.14,0.14,0.13,0.18,0.15,0.15,0.14,0.12,0.13,0.0,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.13,0.13,0.14,0.14,0.13,0.11,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.13,0.12,0.0,0.13,0.11,0.13,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.13,0.11,0.13,0.0,0.0,0.12,0.0,0.26,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.64
