,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JNJ,NVDA,HD,BRK.B,UNH,JPM,TGT,ADBE,WMT,ACN,V,INTC,NKE,TSLA,PG,F,MA,COST,CMCSA,LOW,PYPL,IDXX,LLY,TXN,TMO,ORCL,PEP,CVS,EL,ABBV,CSCO,LRCX,BAC,INTU,KR,DIS,VZ,CDNS,CRM,VIAC,AVGO,BMY,T,AMD,MRK,MTD,AZO,PFE,AMGN,MCO,AMAT,CI,ORLY,WBA,PM,IBM,SNPS,ABT,EW,NOW,NFLX,DPZ,BBY,VTRS,LEN,MS,DHR,CHTR,QCOM,SPGI,FAST,CBRE,URI,C,ANTM,DG,KHC,CNC,BIIB,OMC,ZTS,GWW,UPS,TSN,ROKU,CL,ADSK,CLX,POOL,MMM,TSCO,KO,MTCH,WAB,TROW,HSY,GILD,FTNT,FDX,EBAY,SYF,PINS,LDOS,SWKS,PHM,NEE,WRK,YUM,VRSN,DOCU,FIS,HON,QRVO,CAT,BKNG,CHRW,CDW,CTAS,ITW,RMD,LUMN,ZM,TJX,W,SHW,ALGN,EA,DE,GPC,MMC,ATVI,MRNA,CARR,MCD,ALXN,KMB,SSNC,MU,ULTA,CMI,CTXS,ALLY,CERN,MO,XOM,JCI,MNST,MSI,BLK,ETSY,HPQ,HUM,TT,CVX,RNG,GE,LH,BK,MET,PGR,WAT,SJM,ETN,VRTX,EMR,NOC,SYY,LB,ROK,UNP,DELL,TER,BURL,A,SQ,WST,STX,CFG,IT,CRWD,AJG,ISRG,PH,J,GNRC,AON,BF.B,SYK,MASI,AAP,BX,SNAP,FISV,COF,IP,LMT,MDT,DLR,GRMN,SUI,USD,PANW,SBUX,1164.HK,CTSH,GE.,NUE,KLAC,HPE,WFC,DLTR,ADP,PSA,SCHW,ALL,n/a,DRI,SGEN,PAYX,BBWI WI,STLA.MI,PNC,REGN,ADI,HUBS,NTAP,ESZ1,PKI,SUM
09/16/2021,5.19,5.03,3.31,2.13,1.91,1.87,1.02,1.08,1.01,0.91,0.82,0.84,0.74,0.79,0.76,0.75,0.64,0.65,0.63,0.74,0.65,0.51,0.52,0.59,0.56,0.56,0.49,0.43,0.51,0.51,0.53,0.53,0.5,0.5,0.49,0.44,0.51,0.35,0.44,0.47,0.48,0.45,0.27,0.35,0.43,0.47,0.42,0.38,0.38,0.39,0.37,0.41,0.39,0.43,0.34,0.37,0.38,0.32,0.34,0.35,0.41,0.33,0.32,0.35,0.35,0.31,0.27,0.34,0.31,0.39,0.22,0.36,0.36,0.32,0.3,0.33,0.3,0.33,0.27,0.3,0.28,0.28,0.26,0.24,0.24,0.25,0.26,0.25,0.25,0.31,0.15,0.25,0.25,0.24,0.26,0.23,0.26,0.26,0.24,0.26,0.25,0.24,0.24,0.28,0.24,0.24,0.23,0.16,0.18,0.21,0.18,0.2,0.28,0.25,0.2,0.2,0.18,0.2,0.19,0.2,0.0,0.19,0.23,0.22,0.19,0.24,0.2,0.0,0.2,0.18,0.23,0.23,0.2,0.21,0.18,0.22,0.16,0.26,0.23,0.19,0.0,0.19,0.18,0.17,0.2,0.18,0.17,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.17,0.19,0.16,0.15,0.18,0.16,0.0,0.16,0.19,0.18,0.0,0.16,0.19,0.16,0.17,0.16,0.17,0.16,0.15,0.0,0.16,0.0,0.0,0.15,0.0,0.18,0.0,0.18,0.16,0.0,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.15,0.16,0.0,0.33,0.0,0.17,0.23,0.16,0.0,0.0,0.0,0.16,0.16,0.28,0.17,0.21,0.0,0.18,0.0,0.15,0.0,0.29,0.27,0.16,0.17,0.18,0.18,0.17,0.0,0.16,0.0,0.0,0.16,0.0,0.15,0.0,0.22,0.0,0.0,0.0,0.0,79.44
09/17/2021,5.17,5.11,3.32,2.14,1.93,1.88,1.02,1.09,1.01,0.9,0.82,0.83,0.74,0.79,0.76,0.76,0.64,0.65,0.63,0.74,0.65,0.51,0.52,0.59,0.52,0.56,0.49,0.43,0.51,0.52,0.54,0.52,0.5,0.5,0.49,0.43,0.51,0.35,0.43,0.48,0.48,0.44,0.27,0.35,0.44,0.45,0.42,0.38,0.38,0.4,0.37,0.41,0.39,0.44,0.34,0.38,0.38,0.31,0.35,0.34,0.41,0.32,0.32,0.36,0.35,0.32,0.27,0.34,0.31,0.39,0.22,0.35,0.36,0.31,0.3,0.33,0.3,0.33,0.27,0.29,0.28,0.28,0.26,0.24,0.24,0.25,0.26,0.25,0.25,0.31,0.0,0.25,0.25,0.25,0.26,0.22,0.27,0.26,0.24,0.26,0.25,0.24,0.24,0.28,0.24,0.24,0.23,0.16,0.18,0.2,0.17,0.2,0.28,0.25,0.2,0.2,0.18,0.2,0.19,0.19,0.0,0.2,0.22,0.21,0.19,0.25,0.2,0.0,0.21,0.18,0.22,0.23,0.2,0.21,0.18,0.22,0.16,0.27,0.23,0.19,0.0,0.19,0.18,0.17,0.2,0.18,0.17,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.17,0.19,0.16,0.15,0.18,0.16,0.0,0.16,0.19,0.17,0.0,0.16,0.19,0.16,0.17,0.16,0.17,0.16,0.15,0.0,0.16,0.0,0.0,0.15,0.0,0.18,0.0,0.19,0.15,0.0,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.16,0.16,0.0,0.34,0.0,0.17,0.23,0.16,0.0,0.0,0.0,0.16,0.16,0.31,0.17,0.21,0.0,0.18,0.0,0.15,0.0,0.28,0.27,0.16,0.17,0.18,0.17,0.17,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.15,0.22,0.0,0.15,0.0,0.0,79.5
09/20/2021,5.15,5.16,3.33,2.1,1.92,1.88,1.01,1.08,1.01,0.9,0.82,0.83,0.75,0.81,0.76,0.76,0.64,0.65,0.62,0.75,0.64,0.53,0.52,0.6,0.53,0.57,0.49,0.43,0.5,0.52,0.53,0.52,0.5,0.5,0.47,0.44,0.5,0.36,0.43,0.48,0.46,0.44,0.26,0.35,0.44,0.47,0.42,0.37,0.38,0.4,0.36,0.41,0.4,0.43,0.34,0.37,0.39,0.31,0.35,0.35,0.41,0.32,0.32,0.36,0.35,0.32,0.27,0.34,0.3,0.39,0.22,0.35,0.36,0.31,0.29,0.33,0.3,0.33,0.28,0.29,0.28,0.29,0.26,0.24,0.24,0.25,0.25,0.25,0.25,0.31,0.0,0.24,0.26,0.24,0.25,0.22,0.27,0.25,0.24,0.26,0.25,0.23,0.24,0.28,0.24,0.25,0.23,0.15,0.17,0.2,0.18,0.2,0.27,0.25,0.21,0.2,0.18,0.2,0.19,0.19,0.0,0.19,0.22,0.21,0.19,0.24,0.2,0.0,0.21,0.18,0.22,0.24,0.19,0.2,0.18,0.22,0.16,0.28,0.23,0.19,0.0,0.18,0.18,0.17,0.2,0.18,0.17,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.17,0.2,0.16,0.15,0.18,0.16,0.0,0.16,0.19,0.17,0.0,0.16,0.19,0.16,0.17,0.16,0.17,0.16,0.0,0.0,0.16,0.0,0.16,0.15,0.0,0.18,0.0,0.19,0.16,0.0,0.18,0.15,0.15,0.15,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.35,0.0,0.17,0.23,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.2,0.0,0.18,0.0,0.0,0.15,0.28,0.27,0.16,0.17,0.18,0.18,0.17,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.15,0.22,0.15,0.0,0.23,0.0,79.36
09/21/2021,5.11,5.12,3.34,2.08,1.91,1.86,1.02,1.08,1.01,0.9,0.83,0.84,0.76,0.81,0.76,0.75,0.63,0.65,0.62,0.76,0.65,0.54,0.52,0.6,0.54,0.58,0.48,0.43,0.5,0.52,0.57,0.52,0.5,0.51,0.47,0.44,0.5,0.36,0.44,0.48,0.47,0.45,0.27,0.35,0.45,0.47,0.42,0.37,0.38,0.39,0.36,0.41,0.4,0.43,0.34,0.37,0.38,0.32,0.35,0.35,0.41,0.32,0.31,0.36,0.35,0.32,0.28,0.34,0.31,0.39,0.22,0.35,0.36,0.31,0.28,0.33,0.3,0.33,0.27,0.3,0.29,0.29,0.26,0.25,0.24,0.25,0.25,0.25,0.25,0.31,0.0,0.25,0.26,0.24,0.25,0.22,0.27,0.25,0.24,0.26,0.25,0.24,0.24,0.28,0.24,0.25,0.23,0.16,0.17,0.2,0.18,0.19,0.27,0.25,0.2,0.21,0.18,0.2,0.18,0.19,0.0,0.19,0.22,0.21,0.19,0.24,0.2,0.0,0.21,0.19,0.22,0.23,0.19,0.2,0.18,0.22,0.16,0.27,0.23,0.19,0.0,0.18,0.18,0.17,0.2,0.18,0.18,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.17,0.2,0.16,0.15,0.18,0.16,0.0,0.16,0.19,0.17,0.15,0.16,0.19,0.16,0.17,0.16,0.17,0.16,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.18,0.0,0.18,0.16,0.0,0.18,0.15,0.15,0.15,0.0,0.0,0.0,0.17,0.0,0.15,0.16,0.0,0.35,0.16,0.17,0.23,0.15,0.0,0.0,0.0,0.16,0.15,0.0,0.17,0.2,0.0,0.18,0.0,0.0,0.0,0.28,0.28,0.16,0.17,0.18,0.18,0.17,0.23,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,79.41999999999999
09/22/2021,5.1,5.11,3.34,2.08,1.9,1.86,1.02,1.08,1.01,0.9,0.83,0.83,0.76,0.81,0.76,0.75,0.63,0.64,0.62,0.76,0.65,0.54,0.52,0.6,0.53,0.57,0.48,0.43,0.5,0.52,0.57,0.52,0.5,0.51,0.47,0.44,0.5,0.36,0.44,0.48,0.47,0.45,0.27,0.35,0.45,0.47,0.42,0.37,0.38,0.39,0.36,0.41,0.4,0.43,0.34,0.37,0.38,0.32,0.35,0.35,0.41,0.32,0.31,0.36,0.35,0.32,0.27,0.34,0.31,0.39,0.22,0.35,0.36,0.31,0.28,0.33,0.3,0.33,0.27,0.3,0.29,0.29,0.26,0.25,0.24,0.25,0.25,0.25,0.25,0.31,0.0,0.24,0.26,0.24,0.25,0.22,0.27,0.25,0.24,0.26,0.25,0.24,0.24,0.28,0.24,0.25,0.23,0.16,0.17,0.2,0.18,0.19,0.27,0.25,0.2,0.21,0.18,0.2,0.18,0.19,0.0,0.19,0.22,0.21,0.19,0.24,0.2,0.0,0.21,0.19,0.22,0.23,0.19,0.2,0.18,0.22,0.16,0.27,0.23,0.19,0.0,0.18,0.18,0.17,0.2,0.18,0.17,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.17,0.2,0.16,0.15,0.18,0.16,0.0,0.16,0.19,0.17,0.15,0.16,0.19,0.16,0.17,0.16,0.17,0.16,0.0,0.0,0.16,0.0,0.16,0.15,0.0,0.18,0.0,0.18,0.16,0.0,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.35,0.16,0.17,0.23,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.2,0.0,0.18,0.0,0.0,0.15,0.28,0.28,0.16,0.17,0.18,0.18,0.17,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.15,0.22,0.15,0.0,0.23,0.0,79.32
09/23/2021,5.08,5.1,3.29,2.06,1.91,1.86,1.03,1.06,1.02,0.91,0.83,0.82,0.76,0.8,0.76,0.75,0.64,0.64,0.62,0.74,0.65,0.52,0.52,0.6,0.54,0.57,0.48,0.44,0.51,0.52,0.58,0.53,0.51,0.51,0.47,0.44,0.5,0.35,0.43,0.48,0.47,0.44,0.27,0.35,0.45,0.46,0.42,0.37,0.38,0.39,0.37,0.41,0.4,0.44,0.34,0.37,0.37,0.32,0.36,0.35,0.41,0.33,0.31,0.36,0.35,0.33,0.27,0.34,0.3,0.39,0.22,0.35,0.37,0.31,0.29,0.33,0.31,0.33,0.27,0.29,0.29,0.3,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.32,0.0,0.25,0.26,0.24,0.25,0.22,0.28,0.25,0.23,0.26,0.24,0.24,0.25,0.28,0.24,0.25,0.23,0.0,0.18,0.2,0.18,0.19,0.27,0.25,0.2,0.21,0.18,0.2,0.18,0.19,0.0,0.19,0.22,0.22,0.19,0.24,0.2,0.0,0.21,0.19,0.22,0.24,0.19,0.2,0.18,0.22,0.16,0.27,0.23,0.19,0.0,0.19,0.18,0.17,0.2,0.18,0.18,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.17,0.2,0.16,0.0,0.18,0.16,0.0,0.16,0.19,0.17,0.0,0.16,0.19,0.16,0.18,0.16,0.17,0.16,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.18,0.0,0.19,0.16,0.0,0.18,0.15,0.15,0.0,0.0,0.0,0.0,0.18,0.0,0.15,0.16,0.15,0.33,0.0,0.17,0.23,0.16,0.0,0.0,0.15,0.16,0.16,0.0,0.17,0.2,0.0,0.18,0.0,0.0,0.0,0.28,0.28,0.16,0.17,0.18,0.18,0.17,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.15,0.22,0.15,0.0,0.23,0.15,79.37
09/24/2021,5.1,5.11,3.28,2.07,1.91,1.87,1.03,1.06,1.03,0.91,0.83,0.82,0.75,0.81,0.77,0.75,0.64,0.64,0.63,0.75,0.65,0.52,0.52,0.6,0.53,0.58,0.48,0.44,0.51,0.52,0.58,0.53,0.51,0.51,0.47,0.44,0.49,0.35,0.43,0.48,0.47,0.42,0.27,0.35,0.45,0.46,0.42,0.37,0.38,0.39,0.37,0.42,0.42,0.44,0.34,0.37,0.37,0.32,0.36,0.35,0.41,0.32,0.31,0.36,0.35,0.33,0.27,0.34,0.3,0.38,0.22,0.35,0.37,0.31,0.29,0.33,0.31,0.33,0.27,0.29,0.29,0.29,0.26,0.25,0.24,0.25,0.26,0.25,0.25,0.32,0.15,0.25,0.26,0.24,0.25,0.22,0.28,0.25,0.23,0.26,0.24,0.24,0.25,0.29,0.24,0.25,0.23,0.15,0.17,0.2,0.18,0.2,0.27,0.25,0.2,0.21,0.18,0.2,0.18,0.19,0.0,0.19,0.22,0.22,0.19,0.25,0.2,0.0,0.21,0.19,0.22,0.24,0.18,0.2,0.18,0.22,0.0,0.28,0.22,0.19,0.0,0.19,0.18,0.17,0.2,0.18,0.17,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.16,0.2,0.16,0.0,0.18,0.16,0.0,0.0,0.19,0.17,0.0,0.16,0.19,0.16,0.17,0.16,0.16,0.16,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.18,0.0,0.19,0.16,0.0,0.18,0.15,0.16,0.0,0.0,0.0,0.0,0.18,0.0,0.15,0.16,0.0,0.34,0.16,0.17,0.23,0.0,0.0,0.0,0.15,0.16,0.16,0.0,0.17,0.2,0.0,0.18,0.0,0.0,0.0,0.27,0.28,0.16,0.17,0.18,0.17,0.17,0.0,0.17,0.15,0.0,0.16,0.0,0.0,0.15,0.22,0.15,0.0,0.23,0.15,79.35999999999999
09/27/2021,5.15,5.12,3.3,1.98,1.92,1.87,1.02,1.11,1.02,0.91,0.81,0.86,0.75,0.78,0.75,0.77,0.66,0.64,0.64,0.75,0.65,0.55,0.54,0.59,0.53,0.57,0.49,0.45,0.51,0.0,0.59,0.54,0.5,0.51,0.48,0.44,0.5,0.36,0.45,0.49,0.46,0.43,0.27,0.35,0.48,0.47,0.42,0.37,0.38,0.4,0.37,0.42,0.43,0.43,0.34,0.38,0.38,0.31,0.37,0.35,0.41,0.33,0.31,0.35,0.35,0.33,0.28,0.33,0.3,0.38,0.22,0.36,0.36,0.3,0.29,0.33,0.31,0.33,0.29,0.3,0.29,0.29,0.26,0.24,0.24,0.25,0.26,0.25,0.24,0.31,0.0,0.25,0.26,0.23,0.25,0.22,0.28,0.25,0.23,0.26,0.25,0.23,0.24,0.29,0.21,0.25,0.24,0.16,0.18,0.2,0.18,0.19,0.28,0.25,0.2,0.2,0.18,0.2,0.18,0.19,0.0,0.19,0.22,0.22,0.19,0.24,0.2,0.0,0.21,0.18,0.22,0.24,0.18,0.2,0.19,0.22,0.0,0.29,0.22,0.2,0.0,0.18,0.18,0.17,0.2,0.18,0.17,0.21,0.17,0.19,0.19,0.2,0.18,0.19,0.17,0.2,0.16,0.0,0.18,0.17,0.0,0.16,0.19,0.18,0.0,0.16,0.19,0.0,0.17,0.16,0.17,0.16,0.15,0.0,0.16,0.0,0.16,0.15,0.0,0.18,0.0,0.19,0.16,0.15,0.19,0.0,0.16,0.0,0.0,0.0,0.0,0.18,0.0,0.16,0.17,0.0,0.33,0.17,0.17,0.24,0.16,0.0,0.0,0.0,0.16,0.15,0.32,0.17,0.21,0.0,0.18,0.0,0.0,0.0,0.28,0.28,0.16,0.17,0.17,0.19,0.17,0.0,0.18,0.0,0.0,0.17,0.0,0.15,0.0,0.23,0.16,0.15,0.0,0.15,79.44999999999999
09/28/2021,5.14,5.11,3.3,2.01,1.92,1.87,1.02,1.09,1.02,0.91,0.81,0.86,0.74,0.77,0.75,0.76,0.66,0.65,0.6,0.77,0.65,0.55,0.54,0.61,0.53,0.57,0.49,0.45,0.5,0.53,0.59,0.54,0.5,0.5,0.47,0.44,0.5,0.36,0.46,0.49,0.46,0.43,0.27,0.35,0.49,0.47,0.42,0.37,0.38,0.4,0.37,0.41,0.43,0.43,0.33,0.37,0.39,0.31,0.37,0.34,0.41,0.33,0.31,0.35,0.35,0.33,0.28,0.33,0.29,0.38,0.22,0.36,0.36,0.3,0.29,0.33,0.31,0.33,0.29,0.3,0.29,0.29,0.26,0.24,0.24,0.26,0.26,0.25,0.25,0.31,0.0,0.25,0.26,0.24,0.25,0.22,0.28,0.25,0.24,0.26,0.24,0.24,0.24,0.29,0.21,0.25,0.24,0.16,0.18,0.2,0.18,0.19,0.28,0.25,0.2,0.2,0.18,0.2,0.18,0.19,0.0,0.19,0.22,0.22,0.19,0.24,0.2,0.0,0.21,0.18,0.22,0.24,0.18,0.2,0.18,0.22,0.16,0.27,0.22,0.2,0.0,0.18,0.18,0.17,0.2,0.18,0.17,0.2,0.17,0.19,0.19,0.2,0.18,0.19,0.17,0.2,0.16,0.0,0.18,0.17,0.0,0.16,0.19,0.17,0.0,0.16,0.19,0.15,0.17,0.15,0.17,0.16,0.15,0.0,0.16,0.0,0.16,0.0,0.0,0.18,0.0,0.19,0.16,0.0,0.19,0.0,0.16,0.15,0.0,0.0,0.0,0.18,0.0,0.16,0.17,0.15,0.32,0.18,0.17,0.24,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.17,0.2,0.0,0.18,0.0,0.0,0.0,0.28,0.28,0.15,0.17,0.17,0.19,0.17,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.23,0.15,0.15,0.0,0.0,79.53999999999999
09/29/2021,5.13,5.1,3.3,2.01,1.92,1.87,1.02,1.09,1.02,0.91,0.81,0.86,0.74,0.77,0.75,0.76,0.66,0.64,0.59,0.77,0.65,0.55,0.54,0.61,0.53,0.57,0.49,0.45,0.5,0.53,0.59,0.54,0.5,0.5,0.47,0.44,0.5,0.36,0.46,0.49,0.46,0.43,0.27,0.35,0.49,0.47,0.42,0.37,0.37,0.4,0.37,0.41,0.43,0.43,0.33,0.37,0.39,0.31,0.37,0.34,0.41,0.33,0.31,0.35,0.35,0.33,0.28,0.33,0.29,0.38,0.22,0.36,0.36,0.3,0.28,0.33,0.31,0.33,0.29,0.3,0.29,0.29,0.26,0.24,0.24,0.25,0.26,0.25,0.25,0.31,0.0,0.25,0.26,0.24,0.25,0.22,0.28,0.25,0.24,0.26,0.24,0.23,0.24,0.29,0.21,0.25,0.24,0.16,0.18,0.2,0.18,0.19,0.28,0.25,0.2,0.2,0.18,0.2,0.18,0.19,0.0,0.19,0.22,0.22,0.19,0.24,0.2,0.0,0.21,0.18,0.22,0.24,0.18,0.2,0.18,0.22,0.16,0.27,0.22,0.2,0.0,0.18,0.18,0.17,0.2,0.18,0.17,0.2,0.17,0.19,0.19,0.2,0.18,0.19,0.17,0.2,0.16,0.15,0.18,0.17,0.0,0.16,0.19,0.17,0.15,0.16,0.19,0.15,0.17,0.0,0.17,0.16,0.15,0.0,0.16,0.0,0.16,0.0,0.15,0.18,0.0,0.19,0.16,0.0,0.19,0.15,0.16,0.0,0.0,0.15,0.0,0.18,0.0,0.16,0.17,0.0,0.32,0.18,0.17,0.24,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.2,0.0,0.18,0.0,0.0,0.0,0.28,0.28,0.15,0.17,0.17,0.19,0.17,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.23,0.0,0.15,0.0,0.0,79.46000000000001
09/30/2021,5.1,5.04,3.3,2.02,1.92,1.87,1.01,1.07,1.04,0.91,0.81,0.89,0.74,0.75,0.75,0.75,0.66,0.65,0.59,0.79,0.64,0.57,0.54,0.6,0.53,0.58,0.48,0.43,0.49,0.53,0.57,0.55,0.5,0.51,0.47,0.44,0.5,0.36,0.47,0.49,0.46,0.43,0.27,0.34,0.48,0.47,0.42,0.37,0.38,0.41,0.37,0.4,0.43,0.43,0.33,0.37,0.39,0.32,0.37,0.35,0.42,0.33,0.3,0.34,0.34,0.32,0.28,0.33,0.31,0.39,0.22,0.37,0.35,0.3,0.29,0.33,0.31,0.33,0.3,0.31,0.3,0.28,0.27,0.25,0.23,0.26,0.25,0.25,0.24,0.32,0.0,0.25,0.26,0.24,0.25,0.22,0.28,0.25,0.25,0.27,0.25,0.23,0.24,0.28,0.21,0.25,0.25,0.0,0.18,0.2,0.18,0.19,0.28,0.25,0.2,0.2,0.18,0.2,0.18,0.19,0.0,0.2,0.22,0.21,0.19,0.23,0.21,0.0,0.21,0.19,0.22,0.23,0.19,0.21,0.19,0.22,0.16,0.26,0.22,0.2,0.0,0.18,0.18,0.18,0.2,0.18,0.17,0.21,0.17,0.19,0.2,0.2,0.18,0.19,0.17,0.2,0.17,0.15,0.18,0.17,0.0,0.17,0.19,0.18,0.15,0.16,0.18,0.16,0.17,0.0,0.17,0.16,0.16,0.0,0.16,0.0,0.17,0.0,0.0,0.18,0.0,0.18,0.16,0.0,0.18,0.0,0.16,0.15,0.0,0.15,0.0,0.18,0.0,0.15,0.16,0.16,0.32,0.17,0.17,0.25,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.0,0.18,0.0,0.0,0.15,0.29,0.28,0.16,0.17,0.17,0.19,0.17,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.23,0.15,0.15,0.0,0.0,79.53
10/01/2021,5.08,4.96,3.28,1.99,1.88,1.83,1.03,1.04,1.03,0.92,0.81,0.9,0.74,0.73,0.76,0.74,0.66,0.66,0.59,0.8,0.65,0.59,0.54,0.6,0.53,0.58,0.47,0.42,0.49,0.53,0.57,0.56,0.5,0.52,0.47,0.45,0.5,0.35,0.48,0.48,0.47,0.43,0.27,0.33,0.48,0.48,0.42,0.37,0.39,0.39,0.38,0.39,0.43,0.43,0.34,0.36,0.37,0.32,0.37,0.35,0.41,0.34,0.3,0.34,0.34,0.31,0.28,0.33,0.31,0.4,0.22,0.36,0.35,0.3,0.28,0.32,0.31,0.34,0.3,0.31,0.3,0.29,0.27,0.25,0.24,0.26,0.25,0.26,0.25,0.33,0.0,0.25,0.26,0.24,0.25,0.23,0.28,0.25,0.24,0.27,0.24,0.23,0.24,0.28,0.21,0.25,0.25,0.15,0.19,0.2,0.18,0.19,0.29,0.25,0.19,0.2,0.18,0.2,0.18,0.2,0.0,0.2,0.22,0.21,0.19,0.23,0.21,0.0,0.21,0.19,0.22,0.23,0.19,0.21,0.19,0.22,0.16,0.25,0.22,0.2,0.0,0.19,0.18,0.18,0.21,0.19,0.17,0.21,0.17,0.19,0.2,0.2,0.18,0.19,0.17,0.19,0.17,0.15,0.18,0.18,0.0,0.17,0.19,0.18,0.16,0.16,0.18,0.16,0.17,0.16,0.17,0.17,0.16,0.0,0.16,0.0,0.17,0.0,0.0,0.17,0.0,0.18,0.16,0.16,0.18,0.0,0.16,0.15,0.0,0.0,0.0,0.18,0.0,0.16,0.16,0.16,0.31,0.16,0.18,0.25,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.21,0.0,0.18,0.0,0.0,0.0,0.3,0.28,0.16,0.17,0.17,0.2,0.17,0.0,0.18,0.0,0.0,0.17,0.0,0.15,0.0,0.23,0.0,0.0,0.0,0.0,79.42999999999999
