,AAPL,XOM,MSFT,JPM,WFC,T,BRK.B,CVX,VZ,BAC,C,INTC,JNJ,WMT,UNH,CSCO,PFE,CMCSA,GE,IBM,PG,CVS,DIS,GOOG,GOOGL,HD,F,GM,FB,MRK,GME,GILD,ORCL,VLO,ABBV,PSX,AMZN,BA,GS,PEP,COF,AIG,COP,PM,WBA,ANTM,TGT,MPC,COST,AMGN,UNP,KO,RTX,MDT,AXP,MCD,QCOM,MMM,MO,HON,SLB,MS,LOW,USB,TXN,CAT,ADM,KR,OXY,V,PNC,TRV,MU,DUK,FDX,SBUX,ACN,NKE,MDLZ,DD,MCK,PRU,DFS,EXC,LIN,UPS,HUM,AMAT,SYF,MET,HPE,BMY,AVGO,TJX,ABT,DE,CHTR,LMT,GD,ALL,ETN,SO,NEE,MA,BK,HCA,CSX,NUE,LLY,EMR,LUMN,LYB,BKNG,KMI,CAH,BLK,M,CB,CI,KSS,AFL,EOG,TMO,NSC,NOC,GLW,ITW,HPQ,BIIB,JCI,EBAY,D,TSN,WDC,NVDA,DG,WM,AEP,ALLY,TFC,IP,BG,CMI,BKR,MMC,CTSH,SYY,SPG,ADP,CL,PPG,AMP,CCL,DHR,PYPL,FITB,CNC,DXC,TMUS,BBY,TROW,STX,AON,S+p500 Emini Fut Sep21 Xcme 20210917,VIAC,TEL,LRCX,NXPI,DOW,PCAR,HAL,MRO,KHC,WMB,PGR,OKE,CARR,ADBE,SCHW,GIS,FE,SYK,ED,PEG,HIG,WRK,SRE,APTV,BBBY,PPL,WELL,INTU,AVT,SPGI,PH,TT,STT,AMT,YUM,XEL,iShares Core S&P Total US Stock Mkt ETF,031330.KQ,CCI,KMB,ORLY,ECL,URI,ITOT,ABC,002270.KS,GE.,581.HK,BTU,n/a,ROST,806.HK,688180.SS,ADI,NTAP,AA,GT,WY,BDX,CAR,APD,HFC,MTB,EIX,DLTR,DHI,BAX,LEN,SUM
09/17/2021,3.81,2.08,1.91,1.58,1.48,1.33,1.31,1.18,1.06,1.02,1.01,0.97,0.98,0.96,0.94,0.93,0.96,0.8,0.72,0.69,0.74,0.71,0.68,0.73,0.74,0.67,0.55,0.54,0.62,0.5,0.52,0.54,0.56,0.43,0.47,0.38,0.48,0.44,0.53,0.5,0.48,0.55,0.42,0.47,0.46,0.43,0.43,0.41,0.49,0.37,0.39,0.43,0.38,0.4,0.37,0.4,0.38,0.34,0.38,0.35,0.29,0.38,0.35,0.32,0.32,0.3,0.31,0.33,0.24,0.28,0.29,0.3,0.26,0.29,0.24,0.29,0.31,0.26,0.25,0.23,0.27,0.26,0.26,0.28,0.26,0.22,0.22,0.24,0.24,0.24,0.23,0.22,0.25,0.23,0.24,0.23,0.24,0.2,0.23,0.21,0.22,0.23,0.24,0.19,0.21,0.24,0.19,0.23,0.2,0.2,0.18,0.18,0.2,0.16,0.17,0.19,0.21,0.21,0.16,0.17,0.18,0.14,0.19,0.16,0.16,0.16,0.17,0.16,0.15,0.18,0.16,0.16,0.16,0.13,0.16,0.14,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.11,0.15,0.12,0.13,0.11,0.11,0.11,0.12,0.13,0.11,0.14,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.06
09/20/2021,3.79,2.12,1.96,1.56,1.5,1.33,1.3,1.18,1.06,0.99,1.01,0.97,0.98,0.96,0.94,0.92,0.96,0.76,0.71,0.68,0.74,0.72,0.68,0.74,0.75,0.67,0.56,0.55,0.62,0.5,0.53,0.54,0.56,0.43,0.47,0.37,0.48,0.44,0.52,0.5,0.48,0.54,0.44,0.47,0.47,0.43,0.43,0.42,0.5,0.37,0.38,0.43,0.39,0.41,0.37,0.4,0.36,0.34,0.38,0.34,0.3,0.37,0.35,0.32,0.32,0.3,0.32,0.32,0.25,0.28,0.29,0.3,0.26,0.29,0.24,0.28,0.31,0.26,0.25,0.23,0.28,0.26,0.26,0.28,0.27,0.22,0.22,0.24,0.24,0.24,0.22,0.22,0.25,0.23,0.24,0.23,0.23,0.2,0.23,0.21,0.23,0.23,0.24,0.19,0.21,0.24,0.19,0.23,0.2,0.2,0.18,0.18,0.21,0.17,0.17,0.19,0.21,0.21,0.16,0.17,0.18,0.15,0.19,0.16,0.17,0.16,0.17,0.15,0.15,0.18,0.17,0.16,0.16,0.12,0.16,0.14,0.16,0.15,0.15,0.14,0.13,0.14,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.11,0.14,0.11,0.15,0.12,0.13,0.1,0.11,0.11,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.0,0.0,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.21000000000001
09/21/2021,3.75,2.09,1.94,1.57,1.51,1.34,1.31,1.17,1.06,1.01,1.01,0.96,0.98,0.97,0.96,0.92,0.95,0.77,0.7,0.68,0.74,0.72,0.68,0.72,0.74,0.68,0.58,0.55,0.61,0.49,0.53,0.54,0.55,0.43,0.48,0.38,0.48,0.44,0.51,0.5,0.49,0.54,0.44,0.47,0.47,0.44,0.44,0.42,0.5,0.38,0.38,0.42,0.39,0.41,0.38,0.4,0.36,0.34,0.37,0.34,0.3,0.37,0.36,0.32,0.33,0.29,0.32,0.32,0.25,0.28,0.29,0.3,0.27,0.29,0.24,0.28,0.3,0.26,0.26,0.23,0.28,0.26,0.26,0.28,0.26,0.22,0.22,0.25,0.24,0.24,0.22,0.22,0.25,0.24,0.24,0.22,0.23,0.2,0.22,0.21,0.22,0.22,0.23,0.19,0.2,0.24,0.19,0.22,0.2,0.2,0.19,0.18,0.2,0.16,0.17,0.18,0.22,0.21,0.16,0.18,0.18,0.15,0.2,0.16,0.16,0.16,0.16,0.15,0.15,0.18,0.17,0.16,0.16,0.13,0.16,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.11,0.14,0.12,0.15,0.12,0.13,0.11,0.11,0.11,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.1,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.23,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.16000000000003
09/22/2021,3.75,2.09,1.94,1.57,1.51,1.34,1.31,1.17,1.06,1.01,1.01,0.96,0.98,0.97,0.96,0.92,0.95,0.77,0.7,0.68,0.74,0.72,0.68,0.72,0.74,0.68,0.58,0.55,0.61,0.49,0.53,0.54,0.55,0.43,0.48,0.38,0.48,0.44,0.51,0.5,0.49,0.54,0.44,0.47,0.47,0.44,0.44,0.42,0.5,0.38,0.38,0.42,0.39,0.41,0.38,0.4,0.36,0.34,0.37,0.34,0.3,0.37,0.36,0.32,0.33,0.29,0.32,0.32,0.25,0.28,0.29,0.3,0.27,0.29,0.24,0.28,0.3,0.26,0.26,0.23,0.28,0.26,0.26,0.28,0.26,0.22,0.22,0.25,0.24,0.24,0.22,0.22,0.25,0.24,0.24,0.22,0.23,0.2,0.22,0.21,0.22,0.22,0.23,0.19,0.2,0.24,0.19,0.22,0.2,0.2,0.19,0.18,0.2,0.16,0.17,0.18,0.22,0.21,0.16,0.18,0.18,0.15,0.2,0.16,0.16,0.16,0.16,0.15,0.15,0.18,0.17,0.16,0.16,0.13,0.16,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.11,0.14,0.12,0.15,0.12,0.13,0.11,0.11,0.11,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.1,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.23,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.16000000000003
09/23/2021,3.75,2.09,1.94,1.57,1.51,1.34,1.31,1.17,1.06,1.01,1.01,0.96,0.98,0.97,0.96,0.92,0.95,0.77,0.7,0.68,0.74,0.72,0.68,0.72,0.74,0.68,0.58,0.55,0.61,0.49,0.53,0.54,0.55,0.43,0.48,0.38,0.48,0.44,0.51,0.5,0.49,0.54,0.44,0.47,0.47,0.44,0.44,0.42,0.5,0.38,0.38,0.42,0.39,0.41,0.38,0.4,0.36,0.34,0.37,0.34,0.3,0.37,0.36,0.32,0.33,0.29,0.32,0.32,0.25,0.28,0.29,0.3,0.27,0.29,0.24,0.28,0.3,0.26,0.26,0.23,0.28,0.26,0.26,0.28,0.26,0.22,0.22,0.25,0.24,0.24,0.22,0.22,0.25,0.24,0.24,0.22,0.23,0.2,0.22,0.21,0.22,0.22,0.23,0.19,0.2,0.24,0.19,0.22,0.2,0.2,0.19,0.18,0.2,0.16,0.17,0.18,0.22,0.21,0.16,0.18,0.18,0.15,0.2,0.16,0.16,0.16,0.16,0.15,0.15,0.18,0.17,0.16,0.16,0.13,0.16,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.11,0.14,0.12,0.15,0.12,0.13,0.11,0.11,0.11,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.1,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.23,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.16000000000003
09/24/2021,3.75,2.09,1.94,1.57,1.51,1.34,1.31,1.17,1.06,1.01,1.01,0.96,0.98,0.97,0.96,0.92,0.95,0.77,0.7,0.68,0.74,0.72,0.68,0.72,0.74,0.68,0.58,0.55,0.61,0.49,0.53,0.54,0.55,0.43,0.48,0.38,0.48,0.44,0.51,0.5,0.49,0.54,0.44,0.47,0.47,0.44,0.44,0.42,0.5,0.38,0.38,0.42,0.39,0.41,0.38,0.4,0.36,0.34,0.37,0.34,0.3,0.37,0.36,0.32,0.33,0.29,0.32,0.32,0.25,0.28,0.29,0.3,0.27,0.29,0.24,0.28,0.3,0.26,0.26,0.23,0.28,0.26,0.26,0.28,0.26,0.22,0.22,0.25,0.24,0.24,0.22,0.22,0.25,0.24,0.24,0.22,0.23,0.2,0.22,0.21,0.22,0.22,0.23,0.19,0.2,0.24,0.19,0.22,0.2,0.2,0.19,0.18,0.2,0.16,0.17,0.18,0.22,0.21,0.16,0.18,0.18,0.15,0.2,0.16,0.16,0.16,0.16,0.15,0.15,0.18,0.17,0.16,0.16,0.13,0.16,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.11,0.14,0.12,0.15,0.12,0.13,0.11,0.11,0.11,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.1,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.23,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.16000000000003
10/01/2021,3.77,2.22,1.87,1.66,1.39,1.5,1.41,1.29,1.18,1.11,1.07,1.03,1.01,0.97,0.93,0.92,0.95,0.75,0.62,0.7,0.76,0.73,0.6,0.69,0.71,0.71,0.56,0.53,0.62,0.55,0.16,0.56,0.55,0.48,0.46,0.42,0.55,0.45,0.47,0.51,0.44,0.49,0.48,0.46,0.47,0.46,0.41,0.44,0.5,0.4,0.39,0.42,0.33,0.4,0.38,0.42,0.34,0.34,0.39,0.34,0.29,0.36,0.35,0.33,0.32,0.29,0.3,0.32,0.23,0.29,0.29,0.29,0.26,0.28,0.21,0.28,0.3,0.23,0.26,0.21,0.26,0.26,0.23,0.27,0.27,0.23,0.24,0.21,0.24,0.24,0.22,0.24,0.26,0.23,0.24,0.21,0.24,0.23,0.23,0.21,0.21,0.23,0.23,0.21,0.21,0.22,0.19,0.19,0.18,0.19,0.19,0.17,0.23,0.18,0.18,0.19,0.19,0.2,0.18,0.14,0.17,0.16,0.21,0.16,0.18,0.16,0.17,0.16,0.14,0.16,0.17,0.17,0.17,0.11,0.15,0.15,0.15,0.14,0.13,0.15,0.12,0.13,0.14,0.14,0.14,0.16,0.14,0.12,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.13,0.12,0.0,0.11,0.13,0.12,0.1,0.14,0.0,0.1,0.12,0.1,0.11,0.13,0.12,0.1,0.0,0.11,0.12,0.11,0.1,0.14,0.11,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24000000000001
10/04/2021,3.79,2.22,1.87,1.66,1.42,1.51,1.41,1.28,1.18,1.11,1.07,1.02,1.02,0.97,0.94,0.92,0.96,0.76,0.62,0.71,0.76,0.74,0.6,0.68,0.7,0.72,0.56,0.53,0.61,0.56,0.15,0.57,0.55,0.47,0.46,0.41,0.55,0.46,0.46,0.52,0.43,0.49,0.48,0.46,0.48,0.46,0.41,0.44,0.51,0.4,0.39,0.42,0.33,0.41,0.38,0.42,0.34,0.34,0.39,0.34,0.29,0.35,0.36,0.33,0.32,0.28,0.3,0.33,0.23,0.3,0.29,0.29,0.25,0.29,0.21,0.28,0.3,0.23,0.26,0.21,0.26,0.26,0.23,0.28,0.27,0.23,0.24,0.2,0.24,0.24,0.22,0.24,0.26,0.23,0.24,0.2,0.24,0.23,0.23,0.21,0.21,0.23,0.24,0.22,0.21,0.22,0.19,0.18,0.18,0.19,0.2,0.17,0.23,0.18,0.18,0.19,0.19,0.2,0.18,0.14,0.17,0.16,0.21,0.16,0.18,0.16,0.16,0.15,0.15,0.16,0.17,0.17,0.18,0.11,0.14,0.15,0.16,0.15,0.13,0.15,0.12,0.13,0.14,0.14,0.14,0.15,0.14,0.12,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.13,0.12,0.0,0.11,0.13,0.12,0.1,0.14,0.0,0.0,0.11,0.1,0.1,0.13,0.12,0.1,0.0,0.11,0.12,0.11,0.1,0.14,0.11,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.28000000000002
10/05/2021,3.79,2.26,1.91,1.67,1.43,1.5,1.41,1.3,1.19,1.11,1.07,1.03,1.0,0.95,0.92,0.91,0.95,0.78,0.62,0.73,0.75,0.72,0.61,0.7,0.72,0.71,0.55,0.54,0.62,0.61,0.15,0.55,0.55,0.5,0.47,0.43,0.55,0.47,0.46,0.51,0.43,0.49,0.5,0.45,0.46,0.45,0.4,0.45,0.51,0.4,0.4,0.42,0.34,0.41,0.38,0.42,0.34,0.33,0.37,0.34,0.29,0.35,0.35,0.34,0.32,0.28,0.31,0.31,0.24,0.3,0.29,0.28,0.25,0.29,0.21,0.28,0.3,0.24,0.26,0.21,0.26,0.26,0.23,0.27,0.27,0.22,0.23,0.21,0.24,0.24,0.23,0.24,0.26,0.22,0.23,0.2,0.24,0.23,0.23,0.21,0.2,0.22,0.24,0.22,0.21,0.22,0.19,0.18,0.18,0.19,0.19,0.17,0.23,0.18,0.18,0.18,0.17,0.2,0.18,0.12,0.17,0.16,0.21,0.16,0.18,0.16,0.16,0.15,0.14,0.16,0.17,0.17,0.17,0.11,0.15,0.14,0.15,0.15,0.13,0.15,0.12,0.13,0.14,0.14,0.15,0.15,0.14,0.12,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.13,0.12,0.0,0.11,0.13,0.12,0.1,0.14,0.0,0.0,0.12,0.1,0.1,0.13,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.14,0.12,0.0,0.12,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.32000000000002
10/06/2021,3.79,2.26,1.91,1.67,1.43,1.5,1.41,1.3,1.19,1.11,1.07,1.03,1.0,0.95,0.92,0.91,0.95,0.78,0.62,0.73,0.75,0.72,0.61,0.7,0.72,0.71,0.55,0.54,0.62,0.61,0.15,0.55,0.55,0.5,0.47,0.43,0.55,0.47,0.46,0.51,0.43,0.49,0.5,0.45,0.46,0.45,0.4,0.45,0.51,0.4,0.4,0.42,0.34,0.41,0.38,0.42,0.34,0.33,0.37,0.34,0.29,0.35,0.35,0.34,0.32,0.28,0.31,0.31,0.24,0.3,0.29,0.28,0.25,0.29,0.21,0.28,0.3,0.24,0.26,0.21,0.26,0.26,0.23,0.27,0.27,0.22,0.23,0.21,0.24,0.24,0.23,0.24,0.26,0.22,0.23,0.2,0.24,0.23,0.23,0.21,0.2,0.22,0.24,0.22,0.21,0.22,0.19,0.18,0.18,0.19,0.19,0.17,0.23,0.18,0.18,0.18,0.17,0.2,0.18,0.12,0.17,0.16,0.21,0.16,0.18,0.16,0.16,0.15,0.14,0.16,0.17,0.17,0.17,0.11,0.15,0.14,0.15,0.15,0.13,0.15,0.12,0.13,0.14,0.14,0.15,0.15,0.14,0.12,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.13,0.12,0.0,0.11,0.13,0.12,0.1,0.14,0.0,0.0,0.12,0.1,0.1,0.13,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.14,0.12,0.0,0.12,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.32000000000002
10/07/2021,3.79,2.26,1.91,1.67,1.43,1.5,1.41,1.3,1.19,1.11,1.07,1.03,1.0,0.95,0.92,0.91,0.95,0.78,0.62,0.73,0.75,0.72,0.61,0.7,0.72,0.71,0.55,0.54,0.62,0.61,0.15,0.55,0.55,0.5,0.47,0.43,0.55,0.47,0.46,0.51,0.43,0.49,0.5,0.45,0.46,0.45,0.4,0.45,0.51,0.4,0.4,0.42,0.34,0.41,0.38,0.42,0.34,0.33,0.37,0.34,0.29,0.35,0.35,0.34,0.32,0.28,0.31,0.31,0.24,0.3,0.29,0.28,0.25,0.29,0.21,0.28,0.3,0.24,0.26,0.21,0.26,0.26,0.23,0.27,0.27,0.22,0.23,0.21,0.24,0.24,0.23,0.24,0.26,0.22,0.23,0.2,0.24,0.23,0.23,0.21,0.2,0.22,0.24,0.22,0.21,0.22,0.19,0.18,0.18,0.19,0.19,0.17,0.23,0.18,0.18,0.18,0.17,0.2,0.18,0.12,0.17,0.16,0.21,0.16,0.18,0.16,0.16,0.15,0.14,0.16,0.17,0.17,0.17,0.11,0.15,0.14,0.15,0.15,0.13,0.15,0.12,0.13,0.14,0.14,0.15,0.15,0.14,0.12,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.13,0.12,0.0,0.11,0.13,0.12,0.1,0.14,0.0,0.0,0.12,0.1,0.1,0.13,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.14,0.12,0.0,0.12,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.32000000000002
10/08/2021,3.71,2.3,1.88,1.68,1.43,1.51,1.4,1.31,1.2,1.12,1.08,1.03,1.0,0.94,0.91,0.9,0.94,0.78,0.62,0.74,0.75,0.72,0.6,0.69,0.7,0.7,0.56,0.55,0.59,0.62,0.15,0.54,0.55,0.51,0.47,0.45,0.53,0.47,0.45,0.51,0.44,0.49,0.51,0.45,0.46,0.44,0.39,0.45,0.5,0.4,0.4,0.42,0.34,0.4,0.38,0.42,0.33,0.33,0.38,0.34,0.3,0.34,0.35,0.34,0.32,0.28,0.31,0.32,0.25,0.3,0.29,0.28,0.25,0.29,0.21,0.28,0.3,0.24,0.26,0.22,0.26,0.26,0.23,0.28,0.27,0.22,0.23,0.2,0.24,0.24,0.23,0.24,0.25,0.22,0.23,0.2,0.24,0.23,0.23,0.21,0.2,0.23,0.24,0.21,0.21,0.22,0.2,0.18,0.18,0.19,0.19,0.17,0.24,0.18,0.18,0.18,0.17,0.2,0.18,0.13,0.17,0.17,0.21,0.17,0.18,0.16,0.16,0.15,0.14,0.16,0.16,0.17,0.17,0.11,0.14,0.14,0.15,0.15,0.13,0.15,0.12,0.13,0.14,0.14,0.14,0.15,0.14,0.12,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.13,0.12,0.0,0.11,0.13,0.12,0.1,0.14,0.0,0.0,0.12,0.1,0.1,0.13,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.14,0.11,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.25000000000001
10/11/2021,3.76,2.23,1.93,1.68,1.43,1.48,1.43,1.3,1.16,1.12,1.07,1.02,0.99,0.95,0.94,0.9,0.94,0.77,0.61,0.71,0.76,0.71,0.61,0.7,0.72,0.71,0.57,0.56,0.59,0.61,0.15,0.54,0.56,0.51,0.47,0.46,0.54,0.46,0.47,0.53,0.43,0.5,0.5,0.44,0.47,0.45,0.39,0.44,0.5,0.39,0.41,0.42,0.34,0.4,0.38,0.42,0.33,0.33,0.37,0.34,0.29,0.34,0.35,0.34,0.32,0.28,0.31,0.31,0.25,0.3,0.29,0.29,0.25,0.29,0.21,0.28,0.3,0.24,0.26,0.22,0.25,0.27,0.23,0.27,0.27,0.22,0.24,0.2,0.24,0.24,0.23,0.23,0.26,0.21,0.23,0.2,0.24,0.23,0.23,0.2,0.21,0.23,0.24,0.21,0.22,0.21,0.2,0.18,0.18,0.19,0.19,0.17,0.23,0.18,0.17,0.18,0.17,0.2,0.18,0.12,0.17,0.17,0.21,0.17,0.19,0.16,0.16,0.15,0.15,0.16,0.18,0.17,0.17,0.11,0.15,0.14,0.16,0.15,0.13,0.15,0.12,0.13,0.14,0.13,0.15,0.15,0.15,0.12,0.13,0.13,0.11,0.13,0.11,0.14,0.12,0.13,0.12,0.0,0.11,0.13,0.12,0.0,0.14,0.0,0.0,0.12,0.1,0.1,0.13,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.14,0.11,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.09,0.0,0.1,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.30000000000001
