,WMT,AMZN,AAPL,UNH,CVS,BRK.B,MCK,COST,ABC,XOM,MSFT,T,CI,CAH,HD,JPM,KR,VZ,ANTM,F,CNC,WBA,GM,CMCSA,TGT,GOOGL,GOOG,FB,LOW,CVX,UPS,BAC,JNJ,HUM,WFC,FDX,TMUS,PG,INTC,C,PEP,GE,MPC,IBM,LMT,ADM,HPQ,GS,PSX,MET,VLO,RTX,PRU,DIS,MS,BA,HCA,CHTR,ABBV,PFE,ACN,BBY,CSCO,ALL,PGR,NKE,MRK,BMY,CAT,SYY,TSN,DE,ABT,TMO,ORCL,AIG,TJX,TSLA,AXP,GD,DOW,CB,NOC,DG,EXC,KO,MMM,HON,TRV,MDT,QCOM,COF,NFLX,PM,DHR,LIN,VIAC,LLY,LYB,MDLZ,AVGO,GILD,DLTR,AMGN,LEN,HPE,DHI,PYPL,SBUX,KHC,MU,DUK,CRM,COP,CBRE,TFC,JCI,NVDA,USB,V,AFL,KMX,SO,AMAT,WHR,CDW,CMI,HIG,KMB,IP,UNP,MO,BDX,MCD,CARR,SLB,NUE,SHW,NEE,BLK,OXY,LUMN,PCAR,ETN,MMC,DD,GIS,LHX,DISH,BKR,PNC,EMR,DXC,GPC,LH,NRG,CL,CTSH,LNC,ROST,CHRW,WM,MA,SWK,AZO,WRK,GPS,EL,TXN,BK,AEP,SYK,ADBE,WDC,ADP,FISV,LB,CTVA,D,APTV,KMI,PPG,FCX,PH,K,EIX,SCHW,OTIS,ORLY,AMD,TEL,LRCX,TT,J,PFG,FIS,L,OMC,IQV,VTRS,ITW,BLL,DFS,LDOS,ED,EBAY,GE.,AMP,TXT,DVA,AON,BBWI WI,AMCR,PWR,BBWI,DGX,TSCO,AAL,DAL,EOG,UAL,BWA,HAL,AGPXX,OKE,PXD,SUM
09/23/2021,4.27,3.31,2.57,2.14,2.17,1.99,1.88,1.4,1.56,1.66,1.29,1.36,1.27,1.22,1.11,0.96,0.97,1.03,1.05,1.06,0.98,1.04,1.07,0.8,0.77,0.84,0.83,0.76,0.73,0.89,0.7,0.7,0.67,0.62,0.69,0.63,0.59,0.58,0.59,0.6,0.57,0.57,0.68,0.56,0.5,0.58,0.47,0.46,0.61,0.52,0.62,0.48,0.47,0.47,0.42,0.47,0.43,0.37,0.41,0.43,0.36,0.39,0.37,0.37,0.35,0.32,0.37,0.33,0.33,0.39,0.36,0.31,0.3,0.3,0.3,0.34,0.33,0.32,0.3,0.29,0.33,0.3,0.29,0.26,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.24,0.21,0.23,0.2,0.22,0.2,0.2,0.26,0.22,0.2,0.21,0.19,0.2,0.19,0.2,0.2,0.18,0.2,0.2,0.19,0.18,0.18,0.23,0.19,0.18,0.17,0.16,0.18,0.17,0.17,0.19,0.16,0.17,0.16,0.14,0.17,0.16,0.14,0.16,0.15,0.16,0.15,0.17,0.15,0.17,0.17,0.15,0.14,0.14,0.16,0.17,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.15,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.13,0.11,0.12,0.0,0.11,0.1,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.1,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.11,0.12,0.11,0.1,0.0,0.0,0.0,85.61999999999999
09/24/2021,4.28,3.3,2.58,2.14,2.15,1.98,1.88,1.4,1.56,1.66,1.29,1.35,1.27,1.21,1.12,0.96,0.97,1.02,1.06,1.06,0.96,1.03,1.07,0.8,0.76,0.84,0.84,0.76,0.74,0.89,0.7,0.7,0.68,0.62,0.69,0.63,0.58,0.58,0.59,0.6,0.57,0.56,0.69,0.56,0.5,0.58,0.46,0.45,0.61,0.52,0.62,0.48,0.47,0.46,0.42,0.47,0.43,0.37,0.42,0.43,0.36,0.39,0.37,0.37,0.35,0.33,0.37,0.33,0.33,0.4,0.36,0.3,0.3,0.31,0.3,0.34,0.34,0.33,0.31,0.28,0.33,0.29,0.28,0.26,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.24,0.21,0.23,0.2,0.22,0.2,0.2,0.26,0.22,0.2,0.21,0.19,0.2,0.19,0.2,0.2,0.18,0.2,0.2,0.19,0.18,0.18,0.24,0.19,0.18,0.17,0.16,0.19,0.17,0.17,0.18,0.16,0.17,0.16,0.14,0.17,0.16,0.14,0.16,0.15,0.16,0.15,0.17,0.14,0.17,0.17,0.15,0.14,0.14,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.13,0.14,0.15,0.13,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.13,0.11,0.11,0.0,0.11,0.1,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.11,0.11,0.11,0.1,0.32,0.0,0.0,85.77000000000001
09/27/2021,4.18,3.3,2.59,2.08,2.13,1.98,1.85,1.37,1.54,1.73,1.29,1.33,1.25,1.19,1.1,0.99,0.94,1.01,1.04,1.11,0.94,1.02,1.11,0.78,0.75,0.83,0.83,0.72,0.73,0.92,0.67,0.73,0.67,0.61,0.71,0.56,0.6,0.58,0.59,0.62,0.56,0.58,0.72,0.56,0.5,0.57,0.47,0.46,0.63,0.53,0.65,0.49,0.48,0.46,0.44,0.49,0.42,0.36,0.41,0.42,0.36,0.38,0.37,0.37,0.34,0.33,0.36,0.32,0.33,0.4,0.35,0.31,0.3,0.31,0.31,0.34,0.34,0.33,0.32,0.28,0.33,0.29,0.28,0.26,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.25,0.21,0.22,0.2,0.22,0.21,0.2,0.27,0.21,0.2,0.2,0.19,0.19,0.18,0.2,0.19,0.18,0.2,0.2,0.19,0.18,0.19,0.26,0.19,0.18,0.17,0.17,0.19,0.17,0.17,0.19,0.16,0.17,0.16,0.15,0.17,0.16,0.14,0.16,0.15,0.16,0.15,0.17,0.14,0.18,0.17,0.15,0.14,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.14,0.13,0.14,0.16,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.13,0.11,0.12,0.0,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.12,0.12,0.11,0.11,0.33,0.0,0.0,85.66
09/28/2021,4.19,3.3,2.58,2.07,2.12,1.97,1.85,1.42,1.53,1.74,1.28,1.32,1.25,1.19,1.11,1.0,0.93,1.0,1.04,1.12,0.94,1.02,1.11,0.78,0.75,0.84,0.84,0.74,0.73,0.92,0.68,0.74,0.66,0.6,0.71,0.56,0.59,0.57,0.59,0.62,0.56,0.58,0.72,0.56,0.51,0.56,0.47,0.46,0.63,0.53,0.65,0.49,0.49,0.46,0.43,0.49,0.42,0.36,0.41,0.42,0.36,0.37,0.37,0.36,0.34,0.31,0.37,0.32,0.33,0.41,0.35,0.31,0.29,0.31,0.31,0.34,0.34,0.33,0.33,0.28,0.33,0.29,0.29,0.25,0.27,0.27,0.26,0.25,0.25,0.24,0.23,0.25,0.21,0.22,0.2,0.22,0.21,0.2,0.27,0.21,0.2,0.2,0.18,0.19,0.19,0.2,0.19,0.18,0.2,0.2,0.19,0.18,0.2,0.26,0.19,0.19,0.17,0.16,0.19,0.18,0.17,0.19,0.16,0.17,0.16,0.15,0.17,0.16,0.14,0.16,0.15,0.15,0.15,0.17,0.14,0.18,0.18,0.14,0.14,0.14,0.17,0.17,0.16,0.14,0.14,0.14,0.14,0.13,0.14,0.16,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.1,0.13,0.11,0.12,0.0,0.11,0.0,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.12,0.12,0.11,0.11,0.34,0.0,0.0,85.69
09/29/2021,4.19,3.3,2.58,2.07,2.12,1.97,1.85,1.42,1.53,1.74,1.28,1.32,1.25,1.19,1.11,1.0,0.93,1.0,1.04,1.12,0.94,1.02,1.11,0.78,0.75,0.84,0.84,0.74,0.73,0.92,0.68,0.74,0.66,0.6,0.71,0.56,0.59,0.57,0.59,0.62,0.56,0.58,0.72,0.56,0.51,0.56,0.47,0.46,0.63,0.53,0.65,0.49,0.48,0.46,0.43,0.49,0.42,0.35,0.41,0.42,0.36,0.37,0.37,0.36,0.34,0.31,0.36,0.32,0.33,0.41,0.35,0.31,0.29,0.31,0.31,0.34,0.34,0.33,0.32,0.28,0.33,0.29,0.28,0.25,0.27,0.27,0.26,0.25,0.25,0.24,0.23,0.25,0.21,0.22,0.2,0.22,0.2,0.2,0.27,0.21,0.2,0.2,0.18,0.19,0.18,0.2,0.19,0.18,0.2,0.2,0.19,0.18,0.2,0.26,0.19,0.19,0.17,0.16,0.19,0.18,0.17,0.19,0.16,0.17,0.16,0.14,0.17,0.16,0.14,0.16,0.15,0.15,0.15,0.17,0.14,0.18,0.18,0.14,0.14,0.14,0.17,0.16,0.16,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.1,0.13,0.11,0.12,0.0,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.12,0.12,0.11,0.11,0.34,0.0,0.0,85.57
09/30/2021,4.14,3.26,2.54,2.05,2.13,1.97,1.85,1.39,1.53,1.79,1.25,1.33,1.26,1.19,1.11,1.02,0.93,1.0,1.05,1.14,0.95,1.02,1.13,0.78,0.73,0.83,0.82,0.73,0.73,0.94,0.67,0.76,0.65,0.6,0.7,0.55,0.58,0.56,0.59,0.63,0.55,0.59,0.73,0.56,0.51,0.57,0.48,0.47,0.65,0.55,0.68,0.49,0.5,0.46,0.44,0.49,0.42,0.35,0.41,0.41,0.35,0.39,0.36,0.36,0.33,0.3,0.36,0.32,0.34,0.41,0.35,0.31,0.28,0.3,0.31,0.35,0.34,0.34,0.33,0.28,0.34,0.29,0.28,0.25,0.27,0.26,0.26,0.25,0.25,0.23,0.23,0.26,0.21,0.22,0.19,0.22,0.21,0.19,0.27,0.21,0.2,0.2,0.19,0.19,0.18,0.2,0.19,0.17,0.19,0.2,0.2,0.17,0.19,0.27,0.19,0.19,0.17,0.16,0.19,0.17,0.17,0.19,0.16,0.17,0.16,0.14,0.17,0.17,0.14,0.16,0.15,0.15,0.15,0.17,0.14,0.18,0.18,0.14,0.13,0.14,0.18,0.17,0.16,0.14,0.14,0.14,0.14,0.13,0.14,0.16,0.14,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.16,0.13,0.15,0.12,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.13,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.13,0.12,0.11,0.11,0.34,0.0,0.0,85.65
10/01/2021,4.14,3.22,2.52,2.04,2.16,1.98,1.86,1.36,1.53,1.83,1.22,1.34,1.26,1.2,1.1,1.03,0.95,1.01,1.06,1.17,0.96,1.02,1.13,0.76,0.73,0.81,0.8,0.72,0.72,0.95,0.68,0.76,0.66,0.6,0.68,0.55,0.58,0.56,0.59,0.63,0.55,0.6,0.73,0.57,0.52,0.58,0.48,0.46,0.66,0.55,0.69,0.5,0.5,0.46,0.43,0.49,0.42,0.35,0.41,0.41,0.35,0.39,0.36,0.36,0.34,0.3,0.37,0.32,0.34,0.41,0.36,0.31,0.28,0.29,0.31,0.35,0.33,0.34,0.32,0.29,0.35,0.29,0.29,0.25,0.27,0.26,0.26,0.25,0.25,0.23,0.23,0.26,0.21,0.22,0.19,0.21,0.21,0.19,0.28,0.21,0.2,0.2,0.19,0.19,0.18,0.21,0.19,0.17,0.19,0.2,0.19,0.17,0.19,0.27,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.19,0.16,0.16,0.16,0.14,0.17,0.17,0.14,0.16,0.15,0.15,0.15,0.17,0.14,0.19,0.18,0.14,0.13,0.14,0.18,0.17,0.16,0.14,0.13,0.14,0.14,0.13,0.14,0.16,0.14,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.16,0.13,0.15,0.12,0.13,0.12,0.12,0.14,0.13,0.11,0.13,0.12,0.11,0.12,0.0,0.13,0.11,0.12,0.0,0.11,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.15,0.13,0.12,0.11,0.12,0.34,0.0,0.0,85.68999999999998
10/05/2021,4.07,3.21,2.55,2.02,2.14,1.98,1.85,1.38,1.52,1.87,1.26,1.34,1.26,1.18,1.1,1.04,0.93,1.02,1.04,1.17,0.96,1.0,1.15,0.8,0.72,0.82,0.81,0.73,0.72,0.97,0.66,0.77,0.66,0.6,0.7,0.55,0.59,0.56,0.59,0.63,0.55,0.6,0.75,0.6,0.51,0.58,0.48,0.46,0.68,0.55,0.72,0.5,0.5,0.46,0.42,0.51,0.41,0.36,0.42,0.41,0.35,0.38,0.36,0.36,0.34,0.31,0.41,0.32,0.33,0.41,0.37,0.31,0.28,0.29,0.31,0.35,0.32,0.34,0.33,0.29,0.34,0.29,0.29,0.25,0.27,0.27,0.25,0.25,0.25,0.23,0.22,0.26,0.22,0.21,0.19,0.21,0.21,0.2,0.28,0.21,0.2,0.2,0.21,0.19,0.18,0.22,0.19,0.17,0.2,0.2,0.19,0.18,0.19,0.28,0.2,0.2,0.16,0.15,0.2,0.18,0.17,0.17,0.16,0.16,0.16,0.14,0.17,0.17,0.14,0.15,0.15,0.15,0.14,0.17,0.14,0.19,0.17,0.14,0.14,0.13,0.19,0.16,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.17,0.14,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.12,0.0,0.13,0.12,0.12,0.0,0.11,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.13,0.13,0.11,0.12,0.0,0.0,0.0,85.72999999999999
10/06/2021,4.07,3.21,2.55,2.02,2.14,1.98,1.85,1.38,1.52,1.87,1.26,1.34,1.26,1.18,1.1,1.04,0.93,1.02,1.04,1.17,0.96,1.0,1.15,0.8,0.72,0.82,0.81,0.73,0.72,0.97,0.66,0.77,0.66,0.6,0.7,0.55,0.59,0.56,0.59,0.63,0.55,0.6,0.75,0.6,0.51,0.58,0.48,0.46,0.68,0.55,0.72,0.5,0.5,0.46,0.42,0.51,0.41,0.36,0.42,0.41,0.35,0.38,0.36,0.36,0.34,0.31,0.41,0.32,0.33,0.41,0.37,0.31,0.28,0.29,0.31,0.35,0.32,0.34,0.33,0.29,0.34,0.29,0.29,0.25,0.27,0.27,0.25,0.25,0.25,0.23,0.22,0.26,0.22,0.21,0.19,0.21,0.21,0.2,0.28,0.21,0.2,0.2,0.21,0.19,0.18,0.22,0.19,0.17,0.2,0.2,0.19,0.18,0.19,0.28,0.2,0.2,0.16,0.15,0.2,0.18,0.17,0.17,0.16,0.16,0.16,0.14,0.17,0.17,0.14,0.15,0.15,0.15,0.14,0.17,0.14,0.19,0.17,0.14,0.14,0.13,0.19,0.16,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.17,0.14,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.12,0.0,0.13,0.12,0.12,0.0,0.11,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.13,0.13,0.11,0.12,0.0,0.0,0.0,85.72999999999999
10/07/2021,4.06,3.14,2.5,2.01,2.14,1.98,1.86,1.36,1.52,1.91,1.24,1.36,1.25,1.17,1.09,1.05,0.95,1.03,1.03,1.19,0.95,1.0,1.17,0.8,0.71,0.8,0.8,0.7,0.73,0.98,0.66,0.78,0.65,0.59,0.71,0.55,0.59,0.56,0.59,0.64,0.55,0.6,0.75,0.6,0.51,0.59,0.48,0.45,0.71,0.55,0.74,0.51,0.5,0.46,0.42,0.51,0.41,0.36,0.42,0.41,0.35,0.38,0.36,0.36,0.34,0.31,0.42,0.32,0.33,0.42,0.37,0.3,0.28,0.29,0.31,0.36,0.32,0.34,0.33,0.29,0.34,0.29,0.3,0.25,0.27,0.27,0.26,0.25,0.25,0.23,0.22,0.26,0.22,0.22,0.19,0.21,0.21,0.19,0.28,0.21,0.2,0.2,0.22,0.19,0.17,0.22,0.19,0.17,0.2,0.21,0.19,0.18,0.19,0.29,0.2,0.2,0.16,0.15,0.2,0.17,0.17,0.16,0.16,0.15,0.16,0.14,0.17,0.17,0.14,0.15,0.16,0.15,0.14,0.17,0.14,0.19,0.17,0.14,0.14,0.13,0.2,0.17,0.16,0.14,0.14,0.14,0.15,0.13,0.15,0.17,0.14,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.15,0.13,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.11,0.13,0.12,0.11,0.12,0.0,0.13,0.12,0.12,0.0,0.11,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.11,0.1,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.14,0.13,0.11,0.12,0.0,0.1,0.0,85.75
10/08/2021,4.05,3.15,2.52,2.02,2.12,2.0,1.83,1.37,1.51,1.89,1.25,1.35,1.26,1.16,1.1,1.05,0.94,1.02,1.03,1.17,0.95,1.0,1.17,0.8,0.71,0.81,0.81,0.7,0.72,0.98,0.66,0.79,0.65,0.59,0.72,0.56,0.58,0.56,0.59,0.64,0.55,0.6,0.74,0.59,0.51,0.6,0.48,0.46,0.72,0.56,0.73,0.51,0.51,0.46,0.42,0.5,0.41,0.36,0.42,0.41,0.35,0.38,0.36,0.36,0.34,0.31,0.41,0.32,0.33,0.41,0.37,0.3,0.28,0.29,0.32,0.36,0.31,0.34,0.33,0.29,0.35,0.29,0.3,0.24,0.27,0.27,0.26,0.25,0.25,0.23,0.22,0.26,0.23,0.21,0.19,0.21,0.21,0.2,0.28,0.21,0.2,0.19,0.21,0.19,0.17,0.22,0.18,0.17,0.19,0.21,0.19,0.18,0.19,0.29,0.2,0.2,0.16,0.15,0.2,0.17,0.17,0.17,0.16,0.16,0.16,0.14,0.18,0.17,0.14,0.15,0.16,0.15,0.14,0.17,0.14,0.19,0.18,0.15,0.14,0.13,0.2,0.17,0.17,0.14,0.14,0.14,0.15,0.14,0.15,0.17,0.14,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.16,0.13,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.12,0.13,0.13,0.11,0.12,0.0,0.13,0.12,0.12,0.0,0.11,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.0,0.13,0.0,0.0,0.0,0.11,0.1,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.14,0.13,0.12,0.12,0.0,0.0,0.1,85.78999999999999
10/11/2021,4.09,3.19,2.53,2.06,2.11,2.01,1.83,1.37,1.49,1.84,1.27,1.33,1.26,1.14,1.11,1.05,0.93,1.0,1.04,1.21,0.96,1.01,1.2,0.8,0.71,0.82,0.82,0.69,0.73,0.97,0.66,0.78,0.65,0.61,0.71,0.55,0.56,0.57,0.59,0.64,0.57,0.59,0.74,0.58,0.51,0.6,0.47,0.46,0.73,0.56,0.73,0.51,0.51,0.46,0.42,0.5,0.4,0.36,0.42,0.41,0.35,0.38,0.36,0.36,0.34,0.31,0.41,0.31,0.33,0.42,0.36,0.3,0.28,0.3,0.32,0.36,0.31,0.34,0.32,0.29,0.34,0.29,0.31,0.25,0.27,0.27,0.25,0.25,0.26,0.23,0.22,0.25,0.22,0.21,0.19,0.21,0.21,0.2,0.28,0.21,0.2,0.19,0.21,0.19,0.17,0.22,0.19,0.17,0.19,0.2,0.19,0.18,0.19,0.29,0.19,0.2,0.16,0.16,0.2,0.18,0.17,0.17,0.16,0.15,0.16,0.13,0.18,0.17,0.14,0.15,0.16,0.15,0.14,0.17,0.14,0.19,0.17,0.15,0.14,0.13,0.2,0.16,0.17,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.14,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.16,0.13,0.15,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.12,0.0,0.13,0.12,0.12,0.0,0.11,0.0,0.13,0.12,0.12,0.13,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.11,0.1,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.13,0.12,0.12,0.12,0.0,0.0,0.0,85.78
10/12/2021,4.09,3.17,2.52,2.08,2.11,2.02,1.83,1.37,1.5,1.88,1.26,1.31,1.26,1.13,1.1,1.05,0.92,0.98,1.05,1.23,0.96,1.0,1.25,0.76,0.71,0.82,0.82,0.69,0.72,0.99,0.66,0.78,0.65,0.62,0.71,0.55,0.55,0.57,0.59,0.64,0.56,0.59,0.76,0.59,0.52,0.6,0.47,0.46,0.76,0.56,0.76,0.51,0.51,0.46,0.42,0.5,0.4,0.34,0.42,0.4,0.34,0.38,0.36,0.35,0.34,0.31,0.4,0.3,0.33,0.42,0.36,0.3,0.28,0.29,0.32,0.36,0.31,0.34,0.32,0.29,0.34,0.3,0.31,0.25,0.27,0.27,0.25,0.25,0.26,0.23,0.22,0.26,0.22,0.21,0.18,0.21,0.2,0.2,0.28,0.21,0.2,0.19,0.21,0.19,0.17,0.22,0.18,0.17,0.19,0.2,0.18,0.18,0.19,0.3,0.19,0.2,0.16,0.15,0.2,0.17,0.17,0.17,0.16,0.15,0.15,0.13,0.18,0.17,0.14,0.15,0.16,0.15,0.14,0.17,0.14,0.19,0.17,0.14,0.14,0.13,0.2,0.16,0.17,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.14,0.13,0.13,0.14,0.11,0.13,0.13,0.13,0.16,0.13,0.15,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.13,0.13,0.11,0.12,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.13,0.12,0.12,0.13,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.14,0.12,0.12,0.12,0.0,0.0,0.11,85.71
10/13/2021,4.09,3.17,2.52,2.08,2.11,2.02,1.83,1.37,1.5,1.88,1.26,1.31,1.26,1.13,1.1,1.05,0.92,0.98,1.05,1.23,0.96,1.0,1.25,0.76,0.71,0.82,0.82,0.69,0.72,0.99,0.66,0.78,0.65,0.62,0.71,0.55,0.55,0.57,0.59,0.64,0.56,0.59,0.76,0.59,0.52,0.6,0.47,0.46,0.76,0.56,0.76,0.51,0.51,0.46,0.42,0.5,0.4,0.34,0.42,0.4,0.34,0.38,0.36,0.35,0.34,0.31,0.4,0.3,0.33,0.42,0.36,0.3,0.28,0.29,0.32,0.36,0.31,0.34,0.32,0.29,0.34,0.3,0.31,0.25,0.27,0.27,0.25,0.25,0.26,0.23,0.22,0.26,0.22,0.21,0.18,0.21,0.2,0.2,0.28,0.21,0.2,0.19,0.21,0.19,0.17,0.22,0.18,0.17,0.19,0.2,0.18,0.18,0.19,0.3,0.19,0.2,0.16,0.15,0.2,0.17,0.17,0.17,0.16,0.15,0.15,0.13,0.18,0.17,0.14,0.15,0.16,0.15,0.14,0.17,0.14,0.19,0.17,0.14,0.14,0.13,0.2,0.16,0.17,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.14,0.13,0.13,0.14,0.11,0.13,0.13,0.13,0.16,0.13,0.15,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.13,0.13,0.11,0.12,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.13,0.12,0.12,0.13,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.14,0.12,0.12,0.12,0.0,0.0,0.11,85.71
